"exp_name","log2FoldChange","padj","pvalue"
"IgM_vs_LPS_TP_1",2.61863909245291,0.0373173566578157,0.0115460067231436
"IgM_vs_LPS_TP_3",1.48873226428971,0.00589282523799111,0.00200748445979127
"IgM_vs_LPS_TP_9",2.03281082775405,0.00130455003357036,0.000338187881169908
"TP_3_vs_TP_1",2.81381809079705,0.0176125986465076,0.00215861727313904
"TP_9_vs_TP_3",-0.753415644916051,0.997106974818291,0.344113833255832
