"exp_name","log2FoldChange","padj","pvalue"
"IgM_vs_LPS_TP_1",0.837669170584476,0.792562447940761,0.70987284235133
"IgM_vs_LPS_TP_3",2.3322999872406,0.00111373242349905,0.000314384345258485
"IgM_vs_LPS_TP_9",3.02793550797099,0.00406671942239773,0.00126994098768559
"TP_3_vs_TP_1",1.79787732733089,0.252395781206492,0.113664611152868
"TP_9_vs_TP_3",-0.315066469788599,0.997106974818291,0.759653383574866
