"","s-42","s-43","s-44","s-82","s-83","s-84","s-52","s-53","s-54","s-92","s-93","s-94"
"BMP8A",-0.940413417121521,-0.8471825111537,-0.871514671825395,-0.900071160174164,-0.885817916817478,-0.851010985592515,0.428399507192707,1.55147729286496,1.41735297772935,0.295026844975708,1.21828647032129,0.385467569600755
"SLC22A4",-0.444371523544282,-0.429506111023435,-0.411414375041964,-0.444371523544282,-0.425026850340414,-0.444371523544282,2.44620955710691,-0.424593170018723,-0.344071488180492,1.79206986706057,-0.426181335385327,-0.444371523544282
"CYP1A1",-0.614257390278819,-0.0667101630527218,-0.536298474684855,-0.53274443470094,-0.31682318279523,-0.578129235925493,2.86002361357941,0.00731426899684468,-0.569065766804492,0.95219717834589,-0.399116304389281,-0.206390108290316
"ITK",-0.802619783809482,-0.28959565155857,2.34130547490086,-0.763352262513685,-0.701848603880089,-0.484372612056464,0.427239114435042,-0.454892427405475,1.40706758423899,0.560980302874048,-0.737474221027893,-0.502436914197276
"NLGN4X",-0.359710097892485,-0.080841523968852,-0.297839027039013,-0.362991421555723,-0.352229122172058,-0.368343950937854,3.15920908185924,-0.114374320977066,-0.296686812596317,-0.205403889960205,-0.370247219098001,-0.350541695661664
"INSM1",-0.789314396636153,-0.635724907872285,-0.746750226431601,-0.789314396636153,-0.789314396636153,-0.710413098466205,2.01057555208563,0.564504423755166,-0.0552683651194625,1.73144045335818,0.479287900646678,-0.269708542047635
"STRIP2",-1.34385444642019,-0.602314381603814,-0.874134243762837,-1.22925648925661,-0.591398521196857,-0.817793602063482,1.13347961326365,0.253522501358141,1.03868141598436,1.16749148675193,0.989438733060712,0.876137933884991
"MRC2",-0.933435499740419,1.04586490226056,1.62633582802984,-0.92404438468781,0.446675514991965,1.90289369641504,-0.505029117691539,-0.371325078778109,-0.503896686831982,-0.529749531947541,-0.653702998693975,-0.600586643326026
"LINC00996",1.8898531029321,-0.0702646646290242,0.922982236986504,0.391374633757034,0.949350755367014,1.01099078081841,-0.923698829658039,-0.946580871590744,-0.483649152608882,-0.91001589116873,-0.981209658586966,-0.84913244161868
"MAOA",-0.749699034860818,-0.727260364508472,-0.739749568743282,-0.746057967842131,-0.736559074229452,-0.747393616392072,-0.571204412118724,1.26249651749516,1.29922575894133,-0.289361648060043,1.72145520762101,1.0241082026975
"ASCL1",-0.366435562991777,-0.251363517910891,-0.296857703412564,-0.349460605290397,-0.359628941783382,-0.355687510074844,3.14711536119737,-0.171577513111473,-0.366435562991777,0.0914057678313902,-0.366435562991777,-0.35463864846988
"KCP",-0.796538067324809,-0.153722477840591,0.618977608991428,-0.704916104389014,0.209534065101575,0.586834084244455,2.74487487052878,-0.472925125013948,-0.669547663725185,-0.0480530678418727,-0.67961300987193,-0.63490511285889
"MCM10",-1.41142782470539,0.80470941921671,-0.798917467331386,-1.34876171542659,0.593002745129211,-0.697217158112864,-0.0263767187176106,1.56084612665703,0.165357952268383,-0.615081890760229,1.45667722459838,0.317189307184365
"GPR15",-0.99343060549945,0.347059117191507,0.0189794581797687,-0.99343060549945,-0.859245420815853,-0.842083281696042,2.19644457996178,1.33885766187624,-0.0989133423083732,-0.4696091114642,0.700946894930544,-0.345575344856473
"FLT1",-0.68914767876095,-0.644066807355304,-0.646313723340334,-0.60868091374393,-0.614559723644168,-0.639521803990595,1.37711911694708,-0.106914576501237,0.0893827592634681,2.57161016234224,-0.0788019492241919,-0.010104861992077
"ZNF521",2.16503193093181,-0.501249639812287,-0.623465658739803,2.03884995657933,-0.464056108030107,-0.583465961582277,-0.576923004422087,-0.389135932293291,-0.00488064304072752,-0.612511044492217,-0.230690614996502,-0.217503280101844
"OSM",-0.68516246143636,-0.322614924074036,-0.188709620208437,-0.546739676100587,-0.51170999196516,-0.455093523966196,1.10554710136936,-0.188607578869999,-0.589233686206495,2.81497543485135,-0.228480021542804,-0.204171051850636
"VLDLR",-0.530322884780613,-0.382805149722507,-0.432207264493237,-0.422604879163176,-0.347953357271821,-0.409071453914069,0.512762192246256,-0.343864889375614,-0.198545253935322,3.06098061412877,-0.250530326163337,-0.255837347555334
"SMAD6",3.02958033470575,-0.310820153965471,-0.231038872943287,0.657030625702573,-0.413946246858764,-0.371564270488049,-0.413946246858764,-0.386504501530906,-0.413946246858764,-0.413946246858764,-0.363469799435698,-0.367428374609857
"SHANK2",-0.67595336233055,-0.275760461769412,-0.607703985386328,-0.67595336233055,-0.0349940787271097,-0.201525773265279,2.18098477293936,-0.512121190380716,-0.329775814001868,2.01864394982909,-0.487607424535064,-0.398233270041571
"SLC47A1",-0.994049060389893,-0.700621380040745,-0.266975380718596,-0.994049060389893,-0.424492434866014,1.04788545597379,-0.759762113609501,1.26963795410061,0.442289265573172,-0.784958859880698,2.04132574897563,0.123769865272141
"HRH1",-0.827155377378355,-0.804149531060938,-0.623136257843995,-0.827155377378355,-0.752310401134892,-0.827155377378355,0.443722269586118,0.642084209962824,0.983805734735953,2.19347313826228,0.861922565193029,-0.463945595565313
"SH3RF3",-0.897455375754771,-0.829659659921697,-0.707068390948873,-0.802113015633454,-0.788645791255103,-0.827799958152406,-0.0185964215147111,-0.18786752884565,0.606987052500304,1.63698873659583,1.47516638724388,1.34006396568665
"MYO7A",-0.718108344089637,0.831519166485522,1.31330443483233,-1.25267947535927,-0.125365584833331,0.61914409506953,-1.30548770778821,0.403728233780173,1.38494020369113,-1.31450861924748,0.617112132582278,-0.453598535123041
"LOC101928100",-0.474176466530655,-0.460411087716171,-0.474176466530655,-0.358025436512624,-0.449098019763821,-0.462862085402049,0.365327529259628,-0.316669492356279,-0.201734688822807,3.08031951811936,-0.140662839431558,-0.107830464312374
"GNAI1",-0.684958444201587,-0.635949671170953,-0.467650056907011,-0.585551803619654,-0.549434136936314,-0.584252182465712,0.316749413769085,0.130115504717087,-0.244061907921837,2.93459888921904,0.364516572269637,0.00587782324821872
"ACTRT3",-0.629910026380034,-0.57918571255862,-0.348766004822265,-0.547600948702718,-0.514394952194785,-0.525678565190851,2.39634457691182,-0.123746771730498,-0.17358000858813,1.79822087347656,-0.350598459944772,-0.401104000275707
"LINC01478",-0.875406398161557,-0.875406398161557,-0.875406398161557,-0.875406398161557,-0.85373769714291,-0.875406398161557,0.449168328478648,0.276626705878614,1.07199131159827,0.308833420520124,1.42702720371426,1.69712271776078
"SLC8A1",-0.904810106155242,-0.904810106155242,-0.751817115038172,-0.886147204130618,-0.882359745989572,-0.904810106155242,0.315062214810351,1.62009311137944,1.34564182100339,0.0390046057455434,1.10772694741291,0.807225683272453
"TMPRSS3",-0.59886175368966,-0.489468239630309,-0.404838303187318,-0.59886175368966,-0.584626146187122,-0.59886175368966,2.59187535141031,1.38058421483045,0.237652520980648,0.0594507751094946,-0.518545572703028,-0.475499339554147
"MTRNR2L2",3.15075704569218,-0.375864389718253,-0.355417331787635,-0.285201665654374,-0.288839062177257,-0.369583558053567,-0.342348456398058,0.0380473088249291,-0.127382889623589,-0.381818563919118,-0.374532688139147,-0.28781574904611
"HAPLN3",-0.652820755687967,-0.595073893048784,-0.554338563972882,-0.50385479866313,-0.601759194038836,-0.610224201552414,0.927467949333695,-0.313972383318358,-0.139974281762085,2.81014158080168,0.0139427659111866,0.220465775997896
"ADGRD1",-0.706801282808925,0.374023830495744,-0.067807220329797,-0.706801282808925,0.0902156086441921,-0.410675099623637,2.90211945777533,0.379711900355097,-0.652782377472399,-0.0498082264804334,-0.471679359196858,-0.679715948549384
"CHRDL1",-0.722172553697572,-0.722172553697572,-0.722172553697572,-0.722172553697572,-0.722172553697572,-0.722172553697572,-0.469224972275324,1.35300228918396,1.56277502382442,0.178072467917896,1.8254685389607,-0.117058025426213
"PCP2",3.12720599945335,-0.419291235495577,0.123766575694471,-0.264060523474136,-0.407847258950028,-0.219406484760621,-0.493992485486188,-0.196560294237186,-0.395407130870234,-0.461025349871855,-0.106351388200097,-0.287030423801902
"HBA1",3.17513138944482,-0.308923297214143,-0.259573943426556,-0.281833757582541,-0.305302507927048,-0.291770983165541,-0.284330703828218,-0.286711523521096,-0.296407697020639,-0.293701473721627,-0.29530449110208,-0.271271010935331
"UNQ6494",3.16059545661975,-0.197386482946234,-0.36638715249365,-0.119577301942613,-0.113474417855332,-0.296932544232627,-0.36638715249365,-0.253959899510343,-0.36638715249365,-0.36638715249365,-0.36638715249365,-0.347329047664349
"LILRA1",-0.87704672291785,-0.851031456218005,-0.819369950964714,-0.87704672291785,-0.741629873391685,-0.87704672291785,0.617560747348024,0.576706674604472,-0.291945307953521,1.25780346231691,1.76515882878076,1.11788704423131
"CDH1",-0.719390216778904,0.110162038308627,-0.516211143933149,-0.566274808399583,0.187860704422168,-0.081903136215424,2.41865892739727,-0.539652678758772,-0.672060151651237,1.5868896325903,-0.588973752869307,-0.619105414111988
"SLC29A4",1.49998497333076,-0.276584447771688,0.296562795901184,0.784044631506616,0.119840288946254,2.09738896709627,-0.868807789198502,-0.635533935393262,-0.921594981267222,-0.856248695275647,-0.775433386452346,-0.463618421422421
"KIAA1462",-0.767931623006184,-0.767931623006184,-0.767931623006184,-0.722383739040131,-0.749667825331116,-0.767931623006184,0.5966039125394,0.0536912137569419,0.242157047023495,2.5336571042538,0.777712086943428,0.339956691878914
"IL1R2",-0.852547923672762,-0.814366576657455,-0.76789851876474,-0.852547923672762,-0.852547923672762,-0.774090527411314,1.93158973046508,0.366654051314627,0.864902096859455,0.609619648468965,-0.24517584367444,1.38640971041811
"MELK",-1.19311534779156,0.766910764296292,-0.63241242747204,-1.18456565575139,0.711281337215313,-0.351328840534765,-0.971908770301593,1.55138856026191,0.892501137773693,-1.01296015008332,1.14081404670665,0.283395345680815
"CLEC10A",-0.787748820147375,-0.746205694463543,-0.787748820147375,-0.787748820147375,-0.787748820147375,-0.787748820147375,0.35970363798388,2.41808002990294,0.613751800628253,0.178159621191085,0.966044818508028,0.149209886986232
"ACSM1",2.47654429727029,0.238406727489881,-0.891180377258821,1.18616612272765,-0.0337063943798819,-0.233522476089377,-0.807980250246603,-0.790986395359334,0.463763540227609,-0.891180377258821,-0.292214544478878,-0.424109872643724
"C3AR1",2.819268470891,-0.38460412616377,0.381496587500214,0.914180050281228,-0.607355745805369,-0.479802507812215,-0.650628659070221,-0.473656534989682,-0.127109466040959,-0.55966884402764,-0.40648627645823,-0.425632948304358
"LRP4",-0.788831161141772,-0.563717193446959,-0.324165186541684,-0.788831161141772,-0.62720604154654,-0.278400130846546,-0.531542159439051,0.646765417947506,0.223762732637162,-0.257992775640184,2.79218285443653,0.497974804723309
"CCL24",1.59348207382354,-0.241842727046319,-0.472871773384054,2.57976376179443,-0.42992278121143,-0.337233833070593,-0.327015853985302,-0.472871773384054,-0.472871773384054,-0.472871773384054,-0.472871773384054,-0.472871773384054
"CXCL9",-0.791744971027473,2.16867301367149,-0.00996065956721359,-0.791744971027473,1.73209264527164,0.472088173331943,-0.465575089984776,-0.780834110561361,-0.533532785525355,-0.343109410999389,-0.761640755638939,0.10528892205691
"GRTP1",3.16277696076176,-0.337543823106104,-0.337543823106104,-0.0367352553457364,-0.29733773417197,-0.21056829201176,-0.337543823106104,-0.255328917489569,-0.337543823106104,-0.337543823106104,-0.337543823106104,-0.337543823106104
"GBA3",-0.660092717540802,-0.660092717540802,-0.660092717540802,-0.660092717540802,-0.660092717540802,-0.660092717540802,-0.536048508743804,0.884816962826434,2.11090581074042,-0.52269985820097,1.53084597060871,0.492735928014024
"OPA1-AS1",3.1702295556947,-0.319313049376918,-0.319313049376918,-0.124517697001389,-0.319313049376918,-0.288478351698488,-0.319313049376918,-0.239452883012648,-0.319313049376918,-0.319313049376918,-0.282589278343747,-0.319313049376918
"CHRNG",3.17523955056612,-0.292089349003626,-0.292089349003626,-0.254346060529853,-0.292089349003626,-0.292089349003626,-0.292089349003626,-0.292089349003626,-0.292089349003626,-0.292089349003626,-0.292089349003626,-0.292089349003626
"ASB14",3.17423960324046,-0.291573483742098,-0.309276900114844,-0.22309622479757,-0.309276900114844,-0.272898823852078,-0.270158363317533,-0.309276900114844,-0.309276900114844,-0.260851306842119,-0.309276900114844,-0.309276900114844
"DLEU7-AS1",3.03540906897742,-0.308466804806731,0.373161183527536,-0.120885909210494,-0.109050529155973,-0.199067075038155,-0.622425965791892,-0.437286013823358,-0.116295972732398,-0.693285928285124,-0.614804730701816,-0.187001322959016
"BAALC",3.13525831410854,-0.25389546880945,0.192146664422348,-0.274994880095807,-0.238388639157191,-0.365732284352634,-0.365732284352634,-0.365732284352634,-0.365732284352634,-0.365732284352634,-0.365732284352634,-0.365732284352634
"MTRNR2L3",3.17520710626283,-0.293664768084206,-0.293664768084206,-0.254331346851713,-0.27789284665326,-0.293664768084206,-0.293664768084206,-0.293664768084206,-0.293664768084206,-0.293664768084206,-0.293664768084206,-0.293664768084206
"EQTN",3.03523344011575,-0.295965212110254,0.166729457926976,0.201118416945678,-0.144836489490332,0.0616113937703406,-0.587602503907134,-0.587602503907134,-0.259646242578984,-0.587602503907134,-0.468647688391283,-0.53278956446649
"NID2",2.0983127523945,-0.584757877006273,-0.57429198332796,-0.420373031734012,-0.545238545114433,-0.516052598845692,-0.681201912346364,-0.25347429884247,2.06631630884531,-0.593264843579053,-0.130467289036762,0.134493318593208
"TLE6",-1.00489372116844,-0.156796639648689,-1.00489372116844,-0.960500625653373,-0.898089218646032,-0.864351591951948,0.20414271354922,1.65227973139843,0.348765735459826,0.342126906126875,1.77368172197664,0.568528709725917
"HRASLS",3.17537309430875,-0.290503974967621,-0.290503974967621,-0.290503974967621,-0.27033334463254,-0.290503974967621,-0.290503974967621,-0.290503974967621,-0.290503974967621,-0.290503974967621,-0.290503974967621,-0.290503974967621
"LINC01033",3.14921962738565,-0.332318176749345,-0.394883823206554,0.0619728831333053,-0.313465834785033,-0.362742882012946,-0.32575940982633,-0.228397293155613,-0.183812097365924,-0.394883823206554,-0.280045347004105,-0.394883823206554
"HBG1",3.17469023062895,-0.29945934654774,-0.29945934654774,-0.29945934654774,-0.268300276282617,-0.283058681871462,-0.29945934654774,-0.29945934654774,-0.227656500092954,-0.29945934654774,-0.29945934654774,-0.29945934654774
"EOMES",-0.480969365543456,-0.436472974547952,-0.404241523898399,-0.480969365543456,-0.477752471811287,-0.455571048961023,-0.24062691926182,0.558358413149761,3.03279170402797,-0.345730928002251,-0.245026357905692,-0.0237891617023947
"PAK3",-0.773379119108353,-0.773379119108353,-0.773379119108353,-0.773379119108353,-0.715235278170148,-0.742774944140857,1.46447855225249,1.6045146386001,1.57138379692075,-0.447462967035144,0.3929959570596,-0.0343832790533757
"TPRG1",-0.92380620057598,-0.734729072916913,-0.784075960644584,-0.92380620057598,0.0706460171050627,-0.680976581397396,-0.645275382187443,1.44510817487389,0.45824847014146,0.0243901886830574,2.16107155293385,0.533204994560972
"ADGRF2",3.17535654100968,-0.290767585563727,-0.290767585563727,-0.290767585563727,-0.290767585563727,-0.290767585563727,-0.290767585563727,-0.267680685372414,-0.290767585563727,-0.290767585563727,-0.290767585563727,-0.290767585563727
"PALLD",-0.799477186090552,-0.80498407507919,-0.811089881847221,-0.782300501563831,-0.796659059610399,-0.801906063179845,-0.443522884397188,1.15292139089939,1.24858465800843,0.286934745170116,1.88523622772149,0.666262629968803
"DHRS9",-0.665543148568499,-0.691513482529166,-0.695305975640503,-0.704321137210117,-0.695224211430404,-0.689309904462675,-0.540118975212277,1.30056820681119,1.10950146817609,-0.504702246368801,2.02787953918016,0.748089867254999
"MOB3C",-0.903495576956589,-0.916164475904948,-0.9026486100717,-0.877767976744201,-0.91279169452444,-0.908949679284099,0.0761031452102793,0.923650345805071,1.48007517389987,0.739532344687073,1.29852064313895,0.903936360744729
"GAS6",-0.74715946532852,-0.877135050109105,-0.86724707108698,-0.883669957679528,-0.884243881105627,-0.875588726031282,0.148697938536672,0.846937736369364,0.356203654134594,0.756709380811082,2.04808967744042,0.978405764048914
"QSOX1",-0.886074365978163,-0.877572465653406,-0.870534754646467,-0.859766964085332,-0.895449524957097,-0.852200939407253,0.379014563815489,1.12433145013889,0.291760487605768,0.977260180051651,1.91400686879793,0.555225464317982
"LMO2",-0.839414747949406,-0.799047914389234,-0.847681971336362,-0.808617471188482,-0.789448861996233,-0.803449610344606,-0.15128253460966,1.46020760842098,0.791550077952908,0.18546119167417,1.9392949838901,0.662429249875829
"PADI2",-0.402011080713293,1.39179533245538,0.148037026820735,0.772648449700025,1.6638185244752,1.19461994414422,-0.87702343418323,-0.922311625547404,-0.927313490529034,-0.303177479881533,-0.909064734404273,-0.8300174323368
"CLEC4A",-0.792814183186082,-0.818462606584427,-0.81360944346887,-0.691839695241167,-0.798520395953971,-0.764904962092056,-0.0781065504281197,1.18635463527208,0.173384116255323,0.642184343658536,2.29565207842983,0.460682663338923
"FLJ23867",-0.806786707329286,-0.974213056965807,-0.821652902277614,-0.964763108292035,-0.953122459567288,-0.86955398008294,0.422590622695532,1.09157851869154,0.393187923620016,1.04818158616184,1.73815240514423,0.696401158201806
"SUCNR1",-0.664381147331643,-0.636196737863337,-0.653020085758259,-0.622804658600033,-0.646042665643234,-0.64858612826242,-0.636072978504417,1.36739418899815,1.30066837360249,-0.62232927170984,1.97866079550133,0.482710315571209
"TIGIT",-0.648085876851527,0.599974676313333,0.26581002181198,-0.561000628775237,1.32557329846729,2.44203198970224,-0.277692290827007,-0.685223329964889,-0.664653339988971,-0.41758445524,-0.698555348303652,-0.680594716343552
"EEPD1",-0.686184906254353,-0.913367177815104,-0.816103140976153,-0.860721901345833,-0.930885973529092,-0.916648998606659,-0.0436057853545645,1.38617802642779,0.84408645413778,0.279500799155934,1.73840773291042,0.919344871249832
"SDC2",-0.79476208171129,-0.762719099904289,-0.678514103997869,-0.771127833253396,-0.775808352385073,-0.761840130057484,-0.408557869170176,1.20511410673758,1.45896615782764,-0.404322189379258,1.41880182144907,1.27476957384455
"APCDD1",-0.73723366398941,-0.719385405194255,-0.73723366398941,-0.58880380371904,-0.70384583812677,-0.734941432274295,-0.584409130251732,0.732112881445596,1.57092981471131,-0.413789288546248,1.80714652673237,1.10945300320188
"RASL11A",-0.914573617958987,-0.822952586965075,-0.835089106128751,-0.791758312182762,-0.844591748652994,-0.722212254796709,-0.236801682870897,1.44395157332115,0.55473847297251,0.425690270175691,1.88824768074269,0.855351312344138
"RAB6B",-0.687774314290401,-0.680875959193966,-0.636794651932994,-0.650461685644686,-0.687774314290401,-0.673599147051378,-0.515020069799462,1.45687100609565,1.94458360536142,-0.492788125097071,1.34937603856586,0.274257617277423
"RGS9",-0.493493206598655,-0.975030137762087,-0.918396465729742,-0.809661595434893,-0.988583578686184,-0.978988875239422,0.299711091833359,0.718443698029019,1.9429724592979,0.717755692452954,1.17376296969001,0.311507948147735
