replicate,logFC,AveExpr,t,P.Value,adj.P.Val,B
57823,0.7154377546183817,5.348720146373844,4.104726842124788,8.532176184770075e-5,0.3017462154248526,1.3292444950325013
105369819,0.7142101427064073,-0.4200751158016223,4.162510666271437,6.894147512771681e-5,0.3017462154248526,0.7419942089697535
79836,-0.5120313589060004,3.427359498315583,-3.9188837378818118,1.672672471647282e-4,0.3017462154248526,0.724542637806576
3908,1.3912310627758047,-1.2660257432144932,4.251989329365962,4.938451442165665e-5,0.3017462154248526,0.5432164809555351
339988,1.2864144345364301,0.4501427220982221,3.9246854093107517,1.6383669600618668e-4,0.3017462154248526,0.4203149635016832
146857,0.5329698758498527,4.717214352539635,3.738960546575782,3.150205912959308e-4,0.3017462154248526,0.16540747767524877
55553,-0.9328575009122668,-0.05486719019564101,-3.8213679793129955,2.3628134474854224e-4,0.3017462154248526,-0.03923548933335308
285386,0.9512686360048004,0.5182673924767164,3.707518418167353,3.511882482650058e-4,0.3017462154248526,-0.16039069223321345
440067,1.3347028754146082,0.018625680596074747,3.701132202085528,3.590011512188631e-4,0.3017462154248526,-0.31408845643252814
100506164,-0.46821604907717784,-1.2037962293166025,-3.8738897117038875,1.9630183632135556e-4,0.3017462154248526,-0.36551526595145933
9832,1.2889938490707131,0.9584572490519694,3.59139398751285,5.219636164846432e-4,0.3017462154248526,-0.38377442482392077
249,-0.817324310604894,8.11144088026524,-3.5177194962387777,6.683190726469165e-4,0.3017462154248526,-0.4832771312336135
83636,0.48734838261363533,3.954350335071863,3.492499451770463,7.267677805648799e-4,0.3017462154248526,-0.5603637569209399
145508,0.5543939332326455,1.7151560309583314,3.4982334075464885,0.00071307010004652705,0.3017462154248526,-0.5745004738894428
101928767,0.6202529942686436,0.5611001049631278,3.53362613393168,6.337683357124784e-4,0.3017462154248526,-0.6138823181778399
84515,0.4714940824865783,2.8175520042844755,3.468818307674752,7.860124931467845e-4,0.3017462154248526,-0.6168569617190771
478,1.0823917273316768,0.25122699813263666,3.5369087831397223,6.268513886920406e-4,0.3017462154248526,-0.6552764987959971
8481,0.3468904466833491,4.841474887167082,3.4579692776785027,8.146491267715147e-4,0.3017462154248526,-0.6775875948828052
154467,0.7117943418372402,0.8920118301488814,3.483471797242814,7.488378836046853e-4,0.3017462154248526,-0.6949532841695856
8934,0.32162240198816683,5.783384603313759,3.4404537040443683,8.629666390285345e-4,0.3017462154248526,-0.7297271133863301
79071,0.9649155953721762,1.3351632446061494,3.4483717492831762,8.407992729069559e-4,0.3017462154248526,-0.7315774867379163
53405,1.440083194611171,0.2010077311399369,3.5038229518023734,6.999521868638488e-4,0.3017462154248526,-0.7375204015069752
8704,0.742137654296226,-1.1856393477440965,3.688767900937088,3.7459923287886694e-4,0.3017462154248526,-0.7488264023324289
