replicate,logFC,AveExpr,t,P.Value,adj.P.Val,B
340591,-0.42374609114308104,2.9740223358648685,-4.060799227938345,1.0021025895389474e-4,0.34048631218977743,1.1673967653037698
650,-1.7962594939904246,-0.1491036286237116,-4.275728783485858,4.51692148157561e-5,0.34048631218977743,1.0557970213663026
10038,0.34964321970421675,1.8100609885848102,3.5921880654128366,5.205655217078248e-4,0.34048631218977743,-0.29687379501289346
389643,1.3999607124210827,0.060327698277460595,3.6427090789145433,4.3855543694714825e-4,0.34048631218977743,-0.34197104658974453
23516,0.9919048971147781,1.2210063966158182,3.5778144196678054,5.464296135804438e-4,0.34048631218977743,-0.38171795669286546
201973,0.2805229735132708,3.0588641442418094,3.483977686309589,7.475845882263474e-4,0.34048631218977743,-0.5741843260295321
257101,2.1943967481670525,-0.8173259849896392,3.5976494351171753,5.110455510380152e-4,0.34048631218977743,-0.6720500098036384
102724508,-1.1992172234946126,-1.3389544858393816,-3.7005814181157137,3.5968265903539175e-4,0.34048631218977743,-0.7269328714416776
54880,0.22544218245156777,5.0006036182114375,3.4276609885959344,8.999478464137115e-4,0.34048631218977743,-0.7781888868833438
162514,1.565388698681346,-2.2379606149619677,3.8092424849598308,2.4655672255986507e-4,0.34048631218977743,-0.8607582941404548
22976,0.16394832718225372,3.569322302807938,3.367086821413673,0.001096217749912664,0.34048631218977743,-0.9163206318848385
57697,0.40701376671319833,2.5707346721864375,3.3517175348056014,0.0011520602301990548,0.34048631218977743,-0.9412511305937903
100506164,-0.442323770106934,-1.2037962293166025,-3.587121867042123,5.295465367320875e-4,0.34048631218977743,-0.9470882919082912
644538,-1.1050840092120064,-1.685074289853999,-3.6655561392303597,4.0563536501115265e-4,0.34048631218977743,-0.9594150953978611
100505881,-1.0332049787383553,1.617798609968473,-3.3500881053851446,0.0011581346510367962,0.34048631218977743,-0.9672744405540188
53405,1.3821395776682563,0.2010077311399369,3.3844780514078416,0.001036098317908952,0.34048631218977743,-0.9866076208334249
27065,1.8576922260642552,0.4656023918516097,3.368820491960753,0.0010900807487894259,0.34048631218977743,-0.9938876934907457
10924,-0.8586809607896306,3.4183190292230776,-3.332963182211217,0.0012238197232637916,0.34048631218977743,-1.0038336013134153
9832,1.201124648332594,0.9584572490519694,3.3404141654458708,0.0011948221308464024,0.34048631218977743,-1.0174905564448373
3458,1.7304734505472341,-1.2630533026980009,3.495808931647588,7.188318640251097e-4,0.34048631218977743,-1.0505278473972632
79899,0.5097933340796965,4.624059019995878,3.326577360008207,0.0012491959980602877,0.34048631218977743,-1.0604358522697535
84883,0.4619792315737982,0.41116189567152617,3.3558575817759175,0.0011367606359425932,0.34048631218977743,-1.0633425597030675
101928784,1.2362501016132452,0.23603951342048116,3.3535801367080302,0.001145153194704917,0.34048631218977743,-1.0768256078072689
116987,1.8137502830077712,-0.17103980807717203,3.3549150879542506,0.0011402267690705033,0.34048631218977743,-1.086258655784289
7450,-0.7673625300012596,2.5642447703249087,-3.2964011614351536,0.0013759282640841038,0.34048631218977743,-1.0916559522727995
196951,0.3202196541525846,1.4706075427042775,3.303962356125657,0.0013430881810227269,0.34048631218977743,-1.0947731732028956
657,0.9370364694658705,0.8059384903332961,3.3164417633139354,0.001290488756439368,0.34048631218977743,-1.0989806593939058
4642,0.9243990224576577,0.9015418902573887,3.317181540286934,0.001287432112186056,0.34048631218977743,-1.1042063435652274
387590,-0.7929386447606062,3.2942654352336453,-3.295166833506735,0.0013813601410812544,0.34048631218977743,-1.1087955929517905
642475,-0.61344273435747,2.8598337360931763,-3.2902181791527063,0.0014033399001575067,0.34048631218977743,-1.1108351041746953
134728,0.5393464673462782,0.7466969192419951,3.3155016224811953,0.0012943830906186594,0.34048631218977743,-1.1148664218095803
389197,2.0692277338763643,-1.8995026070901873,3.5607840029120243,5.786481040352003e-4,0.34048631218977743,-1.138165789432227
197135,0.3935599234605158,4.546203074843976,3.2749224277096287,0.0014733653729380129,0.34048631218977743,-1.2042384784882652
9315,-0.40732042955606973,3.432562236122337,-3.258468025425605,0.0015523389590377601,0.34048631218977743,-1.2144624000063597
101928153,-0.8291313527233612,-0.6222679073213063,-3.364757841371197,0.0011045131737582104,0.34048631218977743,-1.2276593588670046
105370203,-0.6825548181918102,-0.5384099123587598,-3.3436362022259742,0.0011824834261288197,0.34048631218977743,-1.2758578873763469
6675,0.34527591182514783,2.7268327399744527,3.219675949296511,0.0017544628350480013,0.34048631218977743,-1.2993256472562607
3652,0.26603179500701035,3.0019086673868,3.2160508183966,0.0017745571653598091,0.34048631218977743,-1.3132494601909794
28690,2.025141810318181,-1.5323867547012844,3.4177848155997035,9.295129790139321e-4,0.34048631218977743,-1.327272005443724
105370651,1.0690386712536353,-0.3407273799383424,3.2881528692158777,0.0014126096236051285,0.34048631218977743,-1.3298793346342332
105370027,-0.46032260496208677,-0.13566249232245153,-3.2654137125466867,0.0015185317588372648,0.34048631218977743,-1.3590756322490822
