replicate,logFC,AveExpr,t,P.Value,adj.P.Val,B
3480,0.582724707870538,7.4049860842944675,3.8716107791173013,1.9789363215688121e-4,0.6430831091243859,-0.71519685849624
952,-0.6196572123735073,4.449781202209018,-3.7944463657081706,2.596723769101562e-4,0.6430831091243859,-0.7770352411549748
171389,0.7326300271503596,4.425261145715788,3.730727678567009,3.241326156446052e-4,0.6430831091243859,-0.8764919469566435
147015,0.6240966741684097,4.4658708721624985,3.6818729580479257,3.835747721492799e-4,0.6440003631421789,-0.9950470894372563
5990,0.591073177320915,4.8632292617117345,3.5766302552446403,5.486137717014467e-4,0.7697144658644074,-1.1576889331013298
249,0.8671956391921327,8.11144088026524,3.6598600400802335,4.136161612987662e-4,0.6440003631421789,-1.2101747098676978
57823,-0.6091880959531597,5.348720146373844,-3.4395952928404467,8.654026454356312e-4,0.8030811716675226,-1.4294385315311189
60675,0.725856706263535,8.064042116567537,3.445044668659041,8.500476205388674e-4,0.8030811716675226,-1.6231791704253187
259286,0.918589615903049,1.2406637381956156,4.0731594484392035,9.578636218928053e-5,0.6430831091243859,-1.6781408255046437
552891,0.4983591728632728,6.834351775851847,3.3478589914844568,0.0011664933716697503,0.8030811716675226,-1.6867072832237184
2790,0.4976866052930653,6.835793585398229,3.3425277263481665,0.001186714749349218,0.8030811716675226,-1.6970133926057467
11252,0.40484127232272815,7.466396489772669,3.3234238101387192,0.0012619089662335296,0.8030811716675226,-1.793797315943988
1263,0.42854622783039353,4.223205064725006,3.2727184058474745,0.0014837211173741858,0.8030811716675226,-1.8192217303969422
7846,0.45615663104193693,8.522611190098074,3.3469747341014013,0.0011698248156536645,0.8030811716675226,-1.8682918022685548
101927393,0.37394116503146524,3.605201147024413,3.3135548148871092,0.0013024823818617321,0.8030811716675226,-1.890091433637492
84236,-0.18911117793329701,4.7251666790841425,-3.1975845947657318,0.0018802940611913396,0.8030811716675226,-1.9183484939755808
11116,0.34909700939379373,4.782894801574804,3.1532599771060363,0.002158551266362548,0.8290101979897124,-1.9908001083456424
10335,0.49907059367888795,6.805584712549663,3.1837322890170943,0.0019634391700280485,0.8030811716675226,-2.000265020010982
79869,0.2680666399463867,7.158688010923892,3.1814949598095574,0.0019771855007870926,0.8030811716675226,-2.029625721855364
10775,-0.19054681948264696,3.4058759738582403,-3.24530009091474,0.001618372750508541,0.8030811716675226,-2.062286932968521
3274,0.45538352767500356,7.776940578190499,3.187966373858573,0.0019376681925208853,0.8030811716675226,-2.0628299132472834
5724,0.3644304094296196,9.212340861023849,3.248161576639637,0.001603803655725426,0.8030811716675226,-2.1189873391415768
114879,-0.43024972015550444,3.8635059783265984,-3.1446721074077355,0.0022167155361281273,0.8290101979897124,-2.1249389396441196
403,0.30725776815021355,3.450484578005451,3.1854903312294045,0.001952700194975287,0.8030811716675226,-2.147885153912839
116496,0.51599959639303,10.261836769372554,3.2793493163757095,0.0014527694153723993,0.8030811716675226,-2.1850307401259923
51312,0.5378324593587713,10.037417868830369,3.260219323261566,0.0015437489952168219,0.8030811716675226,-2.193496619186381
5954,-0.41486992149688895,3.030720688503876,-3.1975189519856544,0.0018806802015433294,0.8030811716675226,-2.23736083853351
10409,0.4983485380619257,8.851461149802809,3.144411528553841,0.0022185029918371665,0.8290101979897124,-2.2410436143436367
105376834,0.6993686163684507,1.07925762992541,3.717451486514641,3.39356310207041e-4,0.6430831091243859,-2.2416369494933526
10162,0.269427254118634,4.8319844527508264,2.9676514780044916,0.0037929108878763497,0.8356051885319198,-2.3348965139071316
26502,0.3762928620139876,6.272900151690492,2.9594277932039326,0.0038867427458855403,0.8356051885319198,-2.3603712658303553
4117,0.5637808498236989,5.054242630173814,2.914851094188676,0.00443369193982977,0.8356051885319198,-2.4193146728581487
107986177,0.9270636689420555,-0.7804852511111936,4.476265578633979,2.1013826568945413e-5,0.3926223356141761,-2.421581319363499
6777,0.3569044400773542,8.955435096522676,3.0422766558501033,0.0030321672777355096,0.8356051885319198,-2.4251215321169997
54842,-0.3046471143342995,4.612040821327235,-2.9115942402426636,0.004476308295824703,0.8356051885319198,-2.4450512193813747
79134,0.28852270515486467,5.45357929286703,2.881194613894381,0.004892662298771869,0.8356051885319198,-2.4743037438181252
100129931,0.31272422877383477,5.837550109039813,2.8709964778810675,0.00504011965707248,0.8356051885319198,-2.5007682467975685
3556,0.6088284439687204,7.255344204109135,2.9128570821361834,0.004459739294589276,0.8356051885319198,-2.5181158642658246
84953,0.3525508326214881,4.174398568568464,2.8846915450802224,0.004843018987557959,0.8356051885319198,-2.5255909683785287
121260,0.3502359503915846,7.299383354153162,2.8989344455214194,0.0046455686403930685,0.8356051885319198,-2.5346338700411555
100144748,0.45219448449774535,1.167877468025538,3.4462791935295742,8.466048634892863e-4,0.8030811716675226,-2.5374969366840614
9516,0.4252131860514403,10.625750402814825,3.068864896036454,0.0027971800961728585,0.8356051885319198,-2.546678893193104
100129827,0.5283197674565401,1.9911777568160318,3.2029543053541443,0.0018489563402794092,0.8030811716675226,-2.5523577364266488
54502,0.3537775122675608,7.990450421327531,2.9099533854423747,0.0044979216095469895,0.8356051885319198,-2.562824111880657
146225,0.542604642650315,6.627320775461011,2.850130906352076,0.005354614118370208,0.8356051885319198,-2.564827623214595
7090,0.367637174948352,8.073403276028877,2.911490319874487,0.00447767429320764,0.8356051885319198,-2.569290332983801
96459,0.3699536824403298,7.502022530744132,2.885123728364957,0.004836915849985587,0.8356051885319198,-2.5697041215473226
57474,-0.1827157877710106,3.604535056818572,-2.9079817669123567,0.004524018745103638,0.8356051885319198,-2.572680861481136
105371933,-0.619564177096662,-0.01902654421699477,-3.906285441476927,1.7495452149047134e-4,0.6430831091243859,-2.5788679715222393
84649,0.425973087191295,7.1984201538610115,2.849480339517378,0.005364703024908151,0.8356051885319198,-2.6048999007509943
729176,0.7360992195880098,0.7897401673099762,3.477512115853635,7.637524361986035e-4,0.8030811716675226,-2.609118201068526
79908,0.5530664282926301,5.216506940800002,2.797743458313564,0.0062251472395117875,0.8356051885319198,-2.6219757064576177
6653,0.381419579733695,11.494851993517122,3.078444777917011,0.002716736264891997,0.8356051885319198,-2.627294315265995
79188,0.24403327351833504,7.451045954309925,2.844948042348086,0.0054354745371250745,0.8356051885319198,-2.6325709078104524
57533,0.31681714631355096,7.298843661260868,2.838519986551952,0.005537316872465575,0.8356051885319198,-2.6336881956920983
400512,0.8786040408630866,-0.041552996062550376,3.8843424346821114,1.8915604690065453e-4,0.6430831091243859,-2.637905102183437
4601,0.27746839559255143,5.28172689652138,2.7865376486049076,0.006427403884024183,0.8356051885319198,-2.639130737120274
200316,-0.30498970458110986,5.040813461814145,-2.7884256388835857,0.006392911762285263,0.8356051885319198,-2.640014994692802
51003,0.21094620439756406,2.867093181063788,2.9450309499494742,0.004056183036568674,0.8356051885319198,-2.6668723248589266
2212,0.414289712409877,10.322618499168371,2.9689846932670783,0.0037778974089467555,0.8356051885319198,-2.668202384890437
3516,0.2939802559065594,8.357618955669933,2.85776209827611,0.0052375629989693225,0.8356051885319198,-2.6711361210587903
9940,0.2475160707674311,3.9498343151355306,2.8220781368486065,0.0058058207760936465,0.8356051885319198,-2.6726500836743847
10376,0.2557222079304253,7.604473931906639,2.8226698211643275,0.005795955018797351,0.8356051885319198,-2.680517741466889
10436,0.16513574115064245,4.840539109882752,2.7674715299360337,0.00678537981446108,0.8356051885319198,-2.681362089077607
9645,0.3330992632497507,7.040398936376385,2.795950173168691,0.006257118556982966,0.8356051885319198,-2.6894134694807224
155061,0.3523841813031563,6.361962052246959,2.7658765059260007,0.006816137242911155,0.8356051885319198,-2.7009535086393637
399844,0.49375522355732393,6.298027484754072,2.7642240687866217,0.006848135947405113,0.8356051885319198,-2.701426132933621
349114,-0.2849404721595392,2.38578307781185,-3.000129747424159,0.0034424070993502105,0.8356051885319198,-2.709327904273446
23401,0.3699959841690532,8.199000040193928,2.8201668798623487,0.005837794278991836,0.8356051885319198,-2.7188235207153606
105376333,0.4546725818030506,5.320820653071418,2.739020434640273,0.007353485502094046,0.8356051885319198,-2.7206192443314428
55553,0.9412569524176351,-0.05486719019564101,3.7982470049889696,2.5624136644680545e-4,0.6430831091243859,-2.7224473675369376
100505702,0.6124594987618011,3.053395583578426,2.877180978416541,0.004950216913468977,0.8356051885319198,-2.7298045952831718
728262,0.46262324182769454,7.323306340392796,2.7789529735537992,0.00656769068422474,0.8356051885319198,-2.731720744838595
23214,0.3414875120706622,9.870213049466898,2.900848803372212,0.00461960163278367,0.8356051885319198,-2.7318304301692136
197320,-0.20333784985585757,2.9444054433576414,-2.8832680465109424,0.0048631712014413015,0.8356051885319198,-2.7401437955223384
