replicate,logFC,AveExpr,t,P.Value,adj.P.Val,B
5292,0.43709683394488774,7.1603602527316506,3.917412811766329,1.6814785671143923e-4,0.40527473982714357,0.6692158598384728
7511,-0.3334197326103219,4.6211984405878,-3.771633053220009,2.812044306339524e-4,0.40527473982714357,0.24807982870315115
160335,-0.5879416800767272,3.722850482605457,-3.7358042135022353,3.1848480861760897e-4,0.40527473982714357,0.10030863578538352
2982,-0.7759754509459551,3.7519402448255703,-3.723370336094044,3.324871228633776e-4,0.40527473982714357,0.0696999920250212
11343,-0.7413770050476227,4.428853626906126,-3.6700083579846074,3.994993249222412e-4,0.40527473982714357,-0.05411657135368575
3297,-0.24044934390785233,4.285727657986773,-3.6177044557873317,4.774817936694037e-4,0.40527473982714357,-0.20804714996036378
6385,-0.7135821879457342,1.58298750516376,-3.737880421843458,3.162020244314315e-4,0.40527473982714357,-0.24013252318028577
105377730,0.8128960505608362,2.9960464088283403,3.5873747907151596,5.290947143677013e-4,0.40527473982714357,-0.36867388244498667
3556,0.7625201665082741,7.255344204109135,3.5619090752143165,5.764654158238404e-4,0.40527473982714357,-0.3698750950736711
1263,0.49101504006668595,4.223205064725006,3.549245414715907,6.014891313767808e-4,0.40527473982714357,-0.40324188598719246
153643,-1.1251410500236403,-0.6493773087382523,-4.0977821377425805,8.752528267752887e-5,0.40527473982714357,-0.4106550329989149
23362,-0.5933531038015634,1.677580633822761,-3.635366436801425,4.4966257111246e-4,0.40527473982714357,-0.45256139516021765
100288695,-0.5409958889245525,2.229758434043956,-3.585493299154615,5.324645647881807e-4,0.40527473982714357,-0.4828748950025803
196527,-0.43857294840019545,6.908236110596291,-3.518205773942856,6.672369735901269e-4,0.40527473982714357,-0.4869421022854947
171389,0.7224505139558497,4.425261145715788,3.497552318989163,7.146842888920478e-4,0.40527473982714357,-0.5434037742884232
51109,-0.3163788489657211,5.4288440598970835,-3.4915557436174507,7.290458336484242e-4,0.40527473982714357,-0.5543291716909629
9425,-0.25705972740730676,4.113314986500279,-3.49085640548265,7.307383369270237e-4,0.40527473982714357,-0.568749825285078
9315,-0.46101875328071484,3.432562236122337,-3.470706839045592,7.81125617247707e-4,0.40527473982714357,-0.6531277820755701
107984521,0.9853697611430254,1.9655189293156645,3.5237428021791817,6.550317079751915e-4,0.40527473982714357,-0.6732524238325333
643749,0.2758042876132416,2.578030569847964,3.4863544680970375,7.417227605693515e-4,0.40527473982714357,-0.6837772650851681
11164,0.35513672849108247,5.314763926444116,3.4429499893303226,8.559193055659469e-4,0.40527473982714357,-0.6903481241168432
10634,-0.7028714825364677,2.8060167894245382,-3.4730676604507362,7.750568986426731e-4,0.40527473982714357,-0.6964703105607306
26469,-0.28707757493151664,7.082363333091546,-3.4388519997465643,8.675171988911973e-4,0.40527473982714357,-0.7086386951457815
100128262,-0.4111777490206916,1.5451414618617674,-3.494739808469198,7.213865668842809e-4,0.40527473982714357,-0.8281842012568781
54492,-0.8671912552895362,-0.6333209687078286,-3.8751010170770313,1.9546074101694852e-4,0.40527473982714357,-0.8414105177980131
7461,-0.4320614048407556,3.517959082605856,-3.3946093706703286,0.0010025185138075184,0.40527473982714357,-0.851064514323002
107985893,0.6448731058692054,-0.03782269761117343,3.661990843219645,4.106134134917814e-4,0.40527473982714357,-0.8942880656190066
3652,0.29284797482238467,3.0019086673868,3.371869234848349,0.0010793667483223145,0.40527473982714357,-0.9431378258417888
340348,-0.6769469916368509,4.40825306102981,-3.3462608583898032,0.0011725208585547657,0.40527473982714357,-0.9590405818908803
9686,-0.2054021990898418,4.140872488414726,-3.333676130412243,0.0012210167810642394,0.40527473982714357,-0.9953525553599496
57464,-0.782298014517169,-0.3721115816743208,-3.707803790902713,3.508429208183224e-4,0.40527473982714357,-1.018656217437746
254295,0.967945266287709,-2.0243048966570347,4.246383406501343,5.043386338628553e-5,0.40527473982714357,-1.0422902856173257
51351,0.5803632771817542,5.85850638206799,3.311126487997731,0.0013126515223235826,0.40527473982714357,-1.0515019297805859
23654,-0.5515410732709825,6.900480719672999,-3.3069100351481775,0.0013304858186399715,0.40527473982714357,-1.0646467198593434
55766,-0.37835969595536323,3.128872796316331,-3.3193603299656833,0.0012784690767710096,0.40527473982714357,-1.068664975610842
105372217,0.6603574420566549,-0.22816168412364587,3.5977669969818176,5.108424471461635e-4,0.40527473982714357,-1.090033767573325
107986294,-0.8805708923362953,0.4161614776402187,-3.5165261770275578,6.709815572151415e-4,0.40527473982714357,-1.0903764669379585
56897,-0.17534150234525914,4.105028613190215,-3.2899744069023544,0.0014044310496179114,0.40527473982714357,-1.1121825941288144
729176,0.7843067164765757,0.7897401673099762,3.4426885128509968,8.566549376523835e-4,0.40527473982714357,-1.1194360715275202
111240474,-0.5981903141529861,0.048174336399417345,-3.549007173149182,6.019696002132934e-4,0.40527473982714357,-1.122215036275449
56952,-0.7999619505535676,0.3166201745281402,-3.4985721483049836,7.122685616898299e-4,0.40527473982714357,-1.138703000337193
374882,-0.36321659988318444,3.9940701087109303,-3.280642339132943,0.0014468047164861823,0.40527473982714357,-1.1389741440289782
7982,-0.3901601345681014,1.9090761486275614,-3.3361294576959932,0.0012114175217731867,0.40527473982714357,-1.151055510390525
54749,-0.6921439587960786,-0.18761606292131303,-3.5722988652657914,5.566734690184371e-4,0.40527473982714357,-1.1546884611783765
54531,-0.3693897451072101,2.728145675614837,-3.293849330002428,0.0013871802055485855,0.40527473982714357,-1.1625446214464485
414926,0.917487150287038,-0.22139914082514522,3.5709203313839617,5.592620069149182e-4,0.40527473982714357,-1.1655941243814731
945,-0.42300053006078464,5.316755961527906,-3.265659798163878,0.0015173467000067114,0.40527473982714357,-1.1734998415318776
203859,-0.8479911936244063,0.9913913637520403,-3.3913884015248765,0.0010130817034181138,0.40527473982714357,-1.1950527888912408
96626,-0.5246375491134707,1.479222339361424,-3.330254400474447,0.0012345243738342527,0.40527473982714357,-1.2393301406610657
9777,-0.27447431761645547,6.439578853402874,-3.239639517129023,0.001647558403298353,0.40527473982714357,-1.2423388605568881
107987295,-0.5755060731502175,1.6496699996943984,-3.312240632739746,0.001307976597501809,0.40527473982714357,-1.2551734690497849
