"","ID","Gene.symbol"
"8119396",8119396,"TSPO2"
"7952795",7952795,""
"7985522",7985522,"ADAMTSL3"
"8052622",8052622,""
"7963137",7963137,""
"7995324",7995324,""
"8091444",8091444,""
"7906622",7906622,"LY9"
"7978192",7978192,"NEDD8-MDP1///MDP1"
"8155930",8155930,"GCNT1"
"7925250",7925250,"GNG4"
"7983951",7983951,""
"8169240",8169240,"PRPS1"
"8075798",8075798,"EIF3D"
"7899348",7899348,""
"8172026",8172026,""
"7950683",7950683,"NARS2"
"8016320",8016320,"RPRML"
"7917912",7917912,"DPYD"
"8031992",8031992,"LOC100133331///LOC100132217///LOC100132062///LOC729737///LOC729218///LINC01000///LOC401357///LINC01061///LINC01002///LINC00999///LINC00265///LOC100132062///LINC01347///LINC01000"
"7913593",7913593,"TCEA3"
"7951077",7951077,"SESN3"
"8113761",8113761,"ZNF608"
"7917885",7917885,"CNN3"
"8081853",8081853,"POGLUT1"
"8167360",8167360,"GATA1"
"8124307",8124307,"CMAHP"
"8060940",8060940,"LAMP5"
"8060353",8060353,"RBCK1"
"8067563",8067563,"DIDO1"
"8016508",8016508,"SNF8"
"8139033",8139033,"AOAH"
"7984253",7984253,"KBTBD13"
"8141560",8141560,"TFR2"
"8016168",8016168,"PLCD3"
"7932495",7932495,"CASC10"
"8060416",8060416,""
"8076382",8076382,""
"7995806",7995806,"MT1A"
"8088634",8088634,""
"8133038",8133038,""
"7933008",7933008,""
"7992145",7992145,"SSTR5"
"8099633",8099633,"PPARGC1A"
"8022941",8022941,"TPGS2"
"8016433",8016433,"HOXB1"
"8150879",8150879,"MOS"
"7988346",7988346,""
"8082270",8082270,"CFAP100"
"8148206",8148206,""
"8101587",8101587,"MAPK10"
"8109748",8109748,""
"8024436",8024436,"OAZ1"
"8011212",8011212,"SDHC"
"8068220",8068220,"C21orf62-AS1"
"7955865",7955865,"HOXC9"
"7963201",7963201,""
"8024885",8024885,"TNFAIP8L1"
"8126428",8126428,"TRERF1"
"8006415",8006415,"TMEM98"
"7903688",7903688,"CYB561D1"
"8175288",8175288,"MOSPD1"
"8115344",8115344,""
"7943562",7943562,"ELMOD1"
"7982889",7982889,"NUSAP1"
"8115756",8115756,"KCNMB1"
"8078999",8078999,"ZNF620"
"8165046",8165046,"CAMSAP1"
"8179595",8179595,"GABBR1"
"8142194",8142194,"LAMB1"
"8150576",8150576,""
"8023549",8023549,"RAX"
"7942274",7942274,""
"8076161",8076161,"DNAL4"
"8035477",8035477,"ELL"
"7902563",7902563,""
"8149986",8149986,"ZNF395"
"7916777",7916777,"MIR101-1"
"8159977",8159977,"RLN2"
"7911343",7911343,""
"8165703",8165703,""
"8104663",8104663,"CDH6"
"8173605",8173605,""
"7945882",7945882,"ART5"
"8030212",8030212,"LIN7B"
"7955184",7955184,"PRPH"
"8164396",8164396,"MIR199B"
"8149243",8149243,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"7946061",7946061,"HBE1"
"8063497",8063497,"CASS4"
"8168958",8168958,"ARMCX5-GPRASP2///ARMCX5"
"8111474",8111474,"AGXT2"
"8082075",8082075,"DTX3L"
"8049071",8049071,""
"8064581",8064581,"FASTKD5///UBOX5"
"7896761",7896761,"SAMD11"
"8150866",8150866,""
"8158406",8158406,"TBC1D13"
"8171786",8171786,"KLHL34"
"8177976",8177976,"LTA"
"8043218",8043218,"USP39"
"8050906",8050906,""
"8026250",8026250,"DCAF15"
"8054888",8054888,"CLASP1"
"7934101",7934101,"AIFM2"
"8009006",8009006,""
"7964685",7964685,""
"8160431",8160431,"MIR31HG"
"7948679",7948679,"EEF1G"
"7919751",7919751,"MCL1"
"8014342",8014342,"CCL16"
"7962238",7962238,""
"8129773",8129773,"BCLAF1"
"8040362",8040362,""
"7993467",7993467,"NDE1"
"8109677",8109677,"GABRG2"
"8046646",8046646,"OSBPL6"
"8075365",8075365,"RNF215"
"7924163",7924163,"FAM71A"
"8094116",8094116,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094118",8094118,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094120",8094120,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094124",8094124,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094126",8094126,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094128",8094128,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8094132",8094132,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"7957819",7957819,"SLC17A8"
"8007603",8007603,""
"8151603",8151603,"LOC101929601///REXO1L2P///REXO1L1P"
"8151607",8151607,"LOC101929601///REXO1L2P///REXO1L1P"
"8151623",8151623,"LOC101929601///REXO1L2P///REXO1L1P"
"8176753",8176753,"RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1"
"8177290",8177290,"RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1"
"8112570",8112570,"MRPS27///MRPS27"
"7996976",7996976,"WWP2"
"8141166",8141166,"LOC441268"
"8163023",8163023,"IKBKAP"
"8132062",8132062,"ZNRF2"
"8048445",8048445,"WNT6"
"8117685",8117685,"ZKSCAN3"
"7900144",7900144,""
"7917466",7917466,""
"7928685",7928685,"DYDC2"
"8094872",8094872,""
"7988876",7988876,"MYO5C"
"7970887",7970887,"ZAR1L"
"8101721",8101721,""
"8026989",8026989,""
"8140433",8140433,"POM121C///POMZP3///POM121///ZP3"
"8008706",8008706,"DYNLL2"
"8156373",8156373,"FGD3"
"8111677",8111677,"LIFR"
"8039961",8039961,"ACP1"
"7996377",7996377,"CES4A"
"7989849",7989849,"DENND4A"
"7912555",7912555,"LOC101930169///PRAMEF15///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5"
"8039474",8039474,"FAM71E2"
"7969533",7969533,"SLAIN1"
"7967709",7967709,""
"8009493",8009493,"KCNJ16"
"8176949",8176949,""
"7901071",7901071,""
"8149590",8149590,""
"7924508",7924508,"SUSD4"
"8026035",8026035,"BEST2"
"8061668",8061668,"HCK"
"8133704",8133704,"SRRM3"
"7975851",7975851,"IFT43"
"8154721",8154721,"IFNK"
"8019250",8019250,"P4HB"
"7938702",7938702,"NCR3LG1"
"7955869",7955869,"HOXC8"
"8092905",8092905,"LSG1"
"7973943",7973943,"INSM2"
"7990892",7990892,""
"8016932",8016932,"MPO"
"7918694",7918694,"BCL2L15"
"7948794",7948794,"LRRN4CL"
"8172698",8172698,"SHROOM4"
"8059565",8059565,"PID1"
"7924172",7924172,"NSL1"
"8001046",8001046,"ZNF843"
"7961829",7961829,"BCAT1"
"7948504",7948504,"VPS37C"
"7967727",7967727,"GALNT9"
"8068218",8068218,""
"8151631",8151631,"LOC101929601///REXO1L2P///REXO1L1P"
"8024019",8024019,"PTBP1"
"7935647",7935647,"COX15"
"7904755",7904755,"PEX11B"
"8180206",8180206,""
"7984152",7984152,"FBXL22"
"7983252",7983252,""
"7911754",7911754,"TNFRSF14"
"8048234",8048234,"ARPC2"
"8173206",8173206,""
"8070297",8070297,"ERG"
"7918235",7918235,"AKNAD1"
"8131326",8131326,"SLC29A4"
"7999532",7999532,"GSPT1"
"7916834",7916834,""
"7936028",7936028,"ACTR1A"
"7940079",7940079,"TMX2-CTNND1///CTNND1"
"8031913",8031913,"TRIM28"
"8137639",8137639,"WDR60"
"7991367",7991367,"C15orf38-AP3S2///ARPIN"
"8156295",8156295,"SECISBP2"
"8024273",8024273,"NDUFS7"
"8083324",8083324,"TSC22D2"
"7942315",7942315,"LRTOMT"
"7973970",7973970,"FLJ42220"
"8140782",8140782,"ABCB1"
"8028756",8028756,"PSMC4"
"7899220",7899220,"ARID1A"
"7899057",7899057,"MTFR1L"
"8041644",8041644,"PLEKHH2"
"8137959",8137959,"TNRC18///TNRC18"
"8136727",8136727,"TRBC1"
"7934566",7934566,""
"8088106",8088106,"TKT"
"7971899",7971899,""
"7908966",7908966,"LINC00260"
"7924071",7924071,"KCNH1"
"8112709",8112709,"POC5"
"8006239",8006239,"NF1"
"8107119",8107119,"FAM174A"
"8129947",8129947,"NMBR"
"8074286",8074286,"MICAL3"
"8104122",8104122,"DUX4///DUX1///DUX5"
"7966746",7966746,"HRK"
"7898574",7898574,"MINOS1"
"7920401",7920401,"SLC39A1"
"8026170",8026170,"CCDC130"
"8063955",8063955,"OGFR"
"7965245",7965245,"MKRN9P"
"8178489",8178489,"HLA-C///HLA-B///HLA-A///HLA-B///HLA-A"
"7976808",7976808,"LOC100288160"
"7966098",7966098,"SART3"
"7942586",7942586,"RPS3"
"8064384",8064384,"SCRT2"
"7940116",7940116,"LOC399898"
"8065738",8065738,"AHCY"
"8171032",8171032,"LOC101927830///TMLHE-AS1"
"8176243",8176243,"LOC101927830///TMLHE-AS1"
"8148331",8148331,""
"8173503",8173503,"RGAG4"
"8018315",8018315,"SUMO4///SUMO2"
"7986350",7986350,"ARRDC4"
"8100832",8100832,""
"7940005",7940005,"P2RX3"
"8173444",8173444,"IL2RG"
"7989491",7989491,""
"8086391",8086391,"CCK"
"8075778",8075778,"TXN2"
"8063545",8063545,""
"8165888",8165888,""
"7978174",7978174,"MDP1///CHMP4A"
"7956417",7956417,""
"7948782",7948782,"UBXN1"
"7998722",7998722,"SNORD60"
"8168762",8168762,"CSTF2"
"8012837",8012837,"PIRT"
"8100532",8100532,"NOA1"
"7977450",7977450,"OR11H12///OR11H1"
"8077817",8077817,"SLC6A11"
"7923705",7923705,""
"8143988",8143988,"KMT2C"
"7973056",7973056,"APEX1"
"8065868",8065868,"EIF6"
"8026422",8026422,""
"8005726",8005726,"KCNJ18///KCNJ12"
"7975676",7975676,"BBOF1"
"8010260",8010260,"BIRC5"
"8068130",8068130,"KRTAP13-1"
"8095216",8095216,"KIAA1211"
"8142415",8142415,"BMT2"
"8027402",8027402,"CCNE1"
"7966760",7966760,"FBXO21"
"7958200",7958200,"EID3"
"8087119",8087119,"SLC26A6"
"7943715",7943715,"ZC3H12C"
"8008782",8008782,""
"8117696",8117696,""
"8150844",8150844,""
"8038960",8038960,""
"8057771",8057771,"STAT4"
"8106280",8106280,"HMGCR"
"8034151",8034151,"DOCK6"
"7972810",7972810,"CARS2"
"8025142",8025142,"ARHGEF18"
"8043310",8043310,"RMND5A"
"8068583",8068583,"KCNJ15"
"7922108",7922108,"GPR161"
"7905789",7905789,"IL6R"
"8047127",8047127,"MYO1B"
"8025237",8025237,"CAMSAP3"
"8146429",8146429,"NPBWR1"
"7899600",7899600,""
"7956826",7956826,"TBC1D30"
"8152369",8152369,"KCNV1"
"8173924",8173924,""
"8152148",8152148,"UBR5"
"8103244",8103244,"RNF175"
"8040413",8040413,""
"8110821",8110821,"SLC6A3"
"8119858",8119858,"POLH"
"8108134",8108134,"DDX46"
"7933192",7933192,"HNRNPA3P1"
"8029937",8029937,""
"8080773",8080773,"RPP14"
"7922773",7922773,"NCF2"
"8121085",8121085,""
"8154233",8154233,"CD274"
"8077993",8077993,"TMEM43"
"7927389",7927389,"MAPK8"
"8115261",8115261,"CCDC69"
"8003633",8003633,"BHLHA9"
"7931951",7931951,"SFMBT2"
"7947881",7947881,"RAPSN"
"8077804",8077804,"TATDN2"
"7898012",7898012,"LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5"
"7898040",7898040,"LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5"
"8178991",8178991,"DAXX"
"8026631",8026631,"F2RL3"
"7984641",7984641,"ARIH1"
"7916167",7916167,"ORC1"
"7912743",7912743,"RSG1"
"7940857",7940857,"STIP1"
"8128079",8128079,"SRSF12"
"7951435",7951435,"AASDHPPT"
"8040479",8040479,"GDF7"
"8068512",8068512,"RIPPLY3"
"8169709",8169709,"GLRX5"
"8094130",8094130,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"8024808",8024808,"SHD"
"7932676",7932676,""
"8099438",8099438,"LINC00504"
"8094960",8094960,"SLC10A4"
"8059222",8059222,"DNPEP"
"7915385",7915385,"EDN2"
"8161133",8161133,"SPAG8"
"8026830",8026830,"FCHO1"
"7931977",7931977,"ITIH5"
"7996051",7996051,"POLR2C"
"8107328",8107328,"EPB41L4A-AS2"
"8019231",8019231,"PDE6G"
"7904702",7904702,"LOC100996763///NOTCH2NL///NOTCH2"
"7966938",7966938,"GCN1"
"7963054",7963054,"TUBA1A"
"7899394",7899394,"THEMIS2"
"8017825",8017825,""
"8006896",8006896,"TCAP"
"8111922",8111922,"LOC648987"
"8094251",8094251,"TAPT1-AS1"
"8135856",8135856,"ARF5"
"8174642",8174642,"DANT2"
"8117458",8117458,"BTN3A1"
"8134880",8134880,"MOSPD3"
"8076584",8076584,""
"8045345",8045345,""
"7994817",7994817,"ZNF771"
"8094638",8094638,"WDR19"
"8121214",8121214,"RNY1"
"7976216",7976216,"C14orf159///PIGF"
"8053360",8053360,""
"7965469",7965469,""
"8093643",8093643,"ADD1"
"8029098",8029098,"CEACAM6"
"8092226",8092226,""
"7906197",7906197,"HAPLN2"
"7969177",7969177,"ST13P4"
"7949046",7949046,"TRPT1"
"8151633",8151633,"PSKH2"
"7914904",7914904,"STK40"
"8063476",8063476,"MC3R"
"8160647",8160647,"BAG1"
"8070712",8070712,""
"8101501",8101501,"OK/SW-CL.36"
"8098146",8098146,"NPY5R"
"7901338",7901338,""
"8095806",8095806,"ART3"
"7955991",7955991,"OR6C3"
"8037695",8037695,"SYMPK"
"7986763",7986763,""
"7979849",7979849,"DCAF5"
"7921422",7921422,"OR6K3"
"8002381",8002381,"COG4"
"8079563",8079563,"DHX30"
"8117402",8117402,"HIST1H4E"
"8089464",8089464,"LOC151760"
"7910559",7910559,"TSNAX-DISC1///DISC1"
"7906107",7906107,"SEMA4A"
"8091469",8091469,"ERICH6"
"7912250",7912250,""
"8094122",8094122,"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"
"7941148",7941148,"TM7SF2"
"8007701",8007701,"HIGD1B"
"8073511",8073511,""
"8151906",8151906,"GDF6"
"8160308",8160308,"RPS6"
"8137865",8137865,"GNA12"
"7907396",7907396,"C1orf105"
"7922596",7922596,"LOC646976"
"8113936",8113936,""
"8029050",8029050,"CCDC97"
"7909642",7909642,"VASH2"
"7966638",7966638,"RBM19"
"7898833",7898833,"KDM1A"
"8025992",8025992,"ZNF788"
"8068894",8068894,"LINC00319"
"8109639",8109639,"PTTG1"
"8011945",8011945,"KIAA0753"
"7999431",7999431,"PRM3"
"8165083",8165083,"LHX3"
"7909568",7909568,"DTL"
"8061035",8061035,"MACROD2"
"8148658",8148658,"ZNF623"
"8100389",8100389,""
"8128316",8128316,"GPR63"
"8060897",8060897,"PLCB4"
"8161444",8161444,""
"8014916",8014916,"ORMDL3"
"7918457",7918457,"KCNA3"
"7968759",7968759,""
"7905826",7905826,"CKS1B"
"8163402",8163402,"PTBP3"
"8074003",8074003,"TRABD"
"8084904",8084904,"SDHAP2///SDHAP1///LOC220729"
"7910752",7910752,"MTR"
"8084838",8084838,"HRASLS"
"8069880",8069880,"TIAM1"
"7945498",7945498,"SCT"
"8164653",8164653,"UCK1"
"7902527",7902527,"PTGFR"
"8156581",8156581,"ERCC6L2"
"7955787",7955787,"SP1"
"8034544",8034544,"PRDX2"
"8085797",8085797,"THRB"
"8139392",8139392,"DDX56"
"8133200",8133200,""
"8106512",8106512,""
"8112174",8112174,""
"8117834",8117834,"PPP1R11"
"8177744",8177744,"PPP1R11"
"7994615",7994615,"ZG16"
"8130927",8130927,"TCTE3"
"8001149",8001149,"VPS35"
"8147303",8147303,""
"7931665",7931665,"DUX4///DUX1///DUX5"
"8163882",8163882,"RAB14"
"8056968",8056968,"LINC01116"
"8066198",8066198,""
"8151609",8151609,"LOC101929601///REXO1L2P///REXO1L1P"
"7993458",7993458,"C16orf45"
"8112202",8112202,"PLK2"
"7911486",7911486,"CPSF3L"
"8158825",8158825,"PLPP7"
"8121257",8121257,"PRDM1"
"7953914",7953914,"CLEC12B"
"7928870",7928870,""
"7913682",7913682,"HMGCL"
"7947915",7947915,""
"8075705",8075705,""
"8151967",8151967,"STK3"
"7961243",7961243,"TAS2R8"
"8027184",8027184,"MAU2"
"7941469",7941469,"TSGA10IP"
"7977615",7977615,"RNASE1"
"8156309",8156309,"GADD45G"
"8131013",8131013,"SUN1"
"7967202",7967202,"RHOF"
"8159318",8159318,"GPSM1"
"7948058",7948058,"FOLH1B///FOLH1"
"8128075",8128075,""
"7976852",7976852,"MIR377"
"8006028",8006028,""
"8143040",8143040,"SLC35B4"
"8105084",8105084,"C7"
"8121429",8121429,"FIG4"
"7975167",7975167,"GPHN"
"7945859",7945859,"MRGPRE"
"7959282",7959282,"RNF34"
"8042537",8042537,"ATP6V1B1"
"8102305",8102305,""
"8071119",8071119,"BCL2L13"
"7962804",7962804,"LALBA"
"7953965",7953965,"LOC255308"
"8062844",8062844,"TTPAL"
"8090852",8090852,"AMOTL2"
"8141595",8141595,"GIGYF1"
"7934842",7934842,"MMRN2"
"7995712",7995712,"CAPNS2"
"8027521",8027521,"GPATCH1"
"8035937",8035937,""
"8026587",8026587,"NWD1"
"8158597",8158597,"GPR107"
"7926319",7926319,"SUV39H2"
"8124922",8124922,""
"8065580",8065580,"DUSP15"
"7966301",7966301,"ANAPC7"
"8027128",8027128,"SLC25A42"
"8014700",8014700,"C17orf96"
"8098730",8098730,"DUX4///DUX1///DUX5"
"8098743",8098743,"DUX4///DUX1///DUX5"
"8005785",8005785,"KSR1"
"8042801",8042801,"DGUOK"
"8178322",8178322,"SUMO4///SUMO2"
"8049540",8049540,"LRRFIP1"
"8048075",8048075,""
"8172538",8172538,"WDR45"
"7914530",7914530,"BSDC1"
"8102862",8102862,"MAML3"
"8017378",8017378,"CYB561"
"8063074",8063074,"ZSWIM1"
"7975889",7975889,"VASH1"
"7931930",7931930,"PRKCQ"
"7995242",7995242,"CLUHP3"
"7926297",7926297,""
"8027233",8027233,"ZNF101"
"8104348",8104348,""
"7922432",7922432,"RC3H1"
"8050111",8050111,""
"7964064",7964064,"CS"
"8142912",8142912,"TMEM209"
"7963923",7963923,"SARNP"
"8036224",8036224,"TYROBP"
"8164607",8164607,"FNBP1"
"8114536",8114536,"TMEM173"
"8133326",8133326,"POM121C///POM121"
"7950140",7950140,"LOC220077"
"7944164",7944164,"TMPRSS4"
"8147988",8147988,""
"7992191",7992191,"TPSD1"
"7946033",7946033,"HBB"
"8024768",8024768,"ANKRD24"
"8180304",8180304,""
"8117176",8117176,"LOC100505502///LOC646700///LOC392364"
"8085374",8085374,"RAF1///RAF1"
"8158446",8158446,"NUP188"
"8170307",8170307,"SLITRK2"
"7936201",7936201,"CFAP43"
"8081867",8081867,"TIMMDC1"
"8016735",8016735,"LINC00483"
"8090676",8090676,""
"8178298",8178298,"GABBR1"
"7916020",7916020,""
"7964436",7964436,"ARHGAP9"
"7939070",7939070,""
"8133896",8133896,""
"8035646",8035646,"HAPLN4"
"8162236",8162236,"SEMA4D"
"8070795",8070795,"KRTAP12-1"
"8135931",8135931,"LINC01000///LINC00266-1"
"8108720",8108720,"PCDHB9"
"7969574",7969574,"MIR622///KRT18"
"7963713",7963713,"ATP5G2"
"8035456",8035456,"LRRC25"
"8005397",8005397,""
"7921222",7921222,"ETV3L"
"7913357",7913357,"ECE1"
"8009761",8009761,"NUP85"
"7904872",7904872,""
"7904951",7904951,""
"8019308",8019308,"MAFG"
"8123558",8123558,"HUS1B"
"7988685",7988685,""
"8116532",8116532,"SNORD95"
"7944911",7944911,"HEPN1"
"7901311",7901311,"FOXD2"
"8166179",8166179,"CA5BP1///CA5BP1"
"8073633",8073633,"PNPLA3"
"8110265",8110265,"FGFR4"
"8115064",8115064,""
"8097507",8097507,"RAB33B"
"8059801",8059801,"USP40"
"8143054",8143054,"AKR1B1"
"8127128",8127128,"LOC105375092"
"7910241",7910241,"GUK1"
"8148147",8148147,""
"7928019",7928019,"HK1"
"8088480",8088480,"ID2B"
"7991258",7991258,"POLG"
"8134965",8134965,"SLC12A9"
"7960764",7960764,"RBP5"
"8114843",8114843,""
"8133223",8133223,""
"7948103",7948103,"OR4C12"
"8011341",8011341,"OR1E2"
"8180328",8180328,"BAGE2"
"8110990",8110990,"CTNND2"
"8146115",8146115,"C8orf4"
"8012309",8012309,"ALOX12B"
"8068180",8068180,"HUNK"
"8109819",8109819,"FBLL1"
"7981240",7981240,""
"7995803",7995803,"MT1JP"
"7914326",7914326,"NKAIN1"
"8027024",8027024,"UBA52"
"7956152",7956152,"PA2G4"
"7922610",7922610,"ABL2"
"8057744",8057744,"STAT1"
"8012220",8012220,"SOX15"
"8015737",8015737,""
"7991017",7991017,"ACTG1P17"
"8026954",8026954,"PIK3R2"
"7959927",7959927,"SFSWAP"
"7974481",7974481,""
"7912166",7912166,"RERE"
"7982326",7982326,"KLF13"
"7997059",7997059,"DDX19A"
"8044499",8044499,"SLC20A1"
"8087250",8087250,"MIR425"
"8098291",8098291,"CLCN3"
"7954012",7954012,"BORCS5"
"8131803",8131803,"IL6"
"7902104",7902104,"PDE4B"
"8037301",8037301,"LYPD3"
"8128956",8128956,"FYN"
"7986214",7986214,"SLCO3A1///SLCO3A1"
"7989224",7989224,"ADAM10"
"7951596",7951596,"POU2AF1"
"8074309",8074309,"LOC729461///FAM230B///FAM230C"
"7935535",7935535,"CRTAC1"
"7993453",7993453,"MPV17L"
"7903478",7903478,"NBPF6///NBPF4"
"8052416",8052416,""
"8175664",8175664,""
"7993371",7993371,"NOMO3///NOMO2///NOMO1"
"7993511",7993511,"NOMO3///NOMO2///NOMO1"
"7999791",7999791,"NOMO3///NOMO2///NOMO1"
"7907893",7907893,"MR1"
"8049702",8049702,"CAPN10///GPR35"
"7948864",7948864,"STX5"
"8164373",8164373,"CIZ1"
"8112422",8112422,""
"8139913",8139913,""
"8115340",8115340,""
"8136652",8136652,""
"8005483",8005483,"CDRT1///FBXW10"
"8091446",8091446,"PFN2"
"8154934",8154934,"IL11RA"
"7976578",7976578,"AK7"
"7995697",7995697,"LPCAT2"
"7963366",7963366,"KRT85"
"7970732",7970732,"URAD"
"8144388",8144388,"FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1"
"8112107",8112107,"PLPP1"
"7956251",7956251,"IL23A"
"7961626",7961626,"SLCO1A2"
"8148474",8148474,""
"7962137",7962137,""
"8117890",8117890,"HLA-H///HLA-F///HLA-E///HLA-B///HLA-A///HLA-A"
"8081537",8081537,"TRAT1"
"8161693",8161693,""
"8000903",8000903,"ZNF747"
"8066279",8066279,"ZHX3"
"8125798",8125798,"MLN"
"8154870",8154870,""
"8149347",8149347,"DEFB136"
"8174317",8174317,"RIPPLY1"
"8065069",8065069,""
"8164580",8164580,"PTGES"
"8016909",8016909,"MKS1"
"8149652",8149652,"HR"
"8126948",8126948,"FTH1P5"
"8027908",8027908,"RBM42"
"8081053",8081053,""
"7943969",7943969,"HTR3A"
"8143365",8143365,""
"8116520",8116520,"RACK1"
"7997569",7997569,"ADAD2"
"8132036",8132036,"WIPF3"
"8016847",8016847,"TRIM25"
"8049471",8049471,"ACKR3"
"8177725",8177725,"HLA-H///HLA-G///HLA-C///HLA-A///HLA-A"
"8179034",8179034,"HLA-H///HLA-G///HLA-C///HLA-A///HLA-A"
"8091941",8091941,"PDCD10"
"7972336",7972336,"DZIP1"
"8009457",8009457,"PRKAR1A"
"7943424",7943424,"BIRC2"
"7912529",7912529,""
"7984190",7984190,"TRIP4"
"8037290",8037290,"PSG9"
"7975747",7975747,"DLST"
"7912580",7912580,"HNRNPCL2"
"8120838",8120838,"TTK"
"7947784",7947784,"ARFGAP2"
"8116174",8116174,"GMCL1P1"
"7992893",7992893,""
"8175052",8175052,"AIFM1"
"7971294",7971294,""
"8085094",8085094,"SUMF1"
"7963212",7963212,"SLC11A2"
"7942650",7942650,"EMSY"
"7931656",7931656,"DUX4///DUX1///DUX5"
"7931659",7931659,"DUX4///DUX1///DUX5"
"7931662",7931662,"DUX4///DUX1///DUX5"
"7931668",7931668,"DUX4///DUX1///DUX5"
"7931671",7931671,"DUX4///DUX1///DUX5"
"7912303",7912303,"DFFA"
"8154725",8154725,"KRT18"
"8022623",8022623,""
"7937990",7937990,""
"7937993",7937993,""
"8115570",8115570,"IL12B"
"8096004",8096004,"BMP2K"
"8043909",8043909,"NPAS2"
"8115410",8115410,"GEMIN5"
"8175724",8175724,"CSAG4///MAGEA12"
"7914112",7914112,"FGR"
"8160236",8160236,""
"8061471",8061471,"GINS1"
"8096615",8096615,""
"7902799",7902799,"LINC01140"
"7912056",7912056,"PLEKHG5"
"8174831",8174831,"CT47A12///CT47A1///CT47A2///CT47A3///CT47A4///CT47A5///CT47A6///CT47A8///CT47A9///CT47A10///CT47A7///CT47B1///CT47A11"
"8175102",8175102,"ENOX2"
"7979800",7979800,""
"8067773",8067773,"ZNF512B"
"7913110",7913110,"EMC1"
"8180344",8180344,"GNAQ"
"7982256",7982256,"GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP"
"8063315",8063315,"DDX27"
"8170239",8170239,""
"7910539",7910539,"SPRTN"
"8153322",8153322,"ARC"
"8044733",8044733,""
"8121269",8121269,""
"8045028",8045028,""
"7936641",7936641,"SFXN4"
"8058118",8058118,"KCTD18"
"8067178",8067178,"GCNT7"
"7937508",7937508,"CD151"
"8141273",8141273,"PDAP1"
"7941707",7941707,"RBM14"
"8116031",8116031,"PFN3"
"8153727",8153727,"CPSF1"
"7945579",7945579,"CHID1"
"7928766",7928766,"C10orf99"
"8137558",8137558,"RBM33"
"8038587",8038587,"SYT3"
"8005155",8005155,""
"8119670",8119670,"KLC4"
"7995055",7995055,"KAT8"
"8171837",8171837,"KLHL15"
"7932796",7932796,"SVIL"
"7897132",7897132,"PRDM16"
"7952126",7952126,"RPL23AP64"
"7980742",7980742,"LOC283588"
"8021357",8021357,"ONECUT2"
"8113094",8113094,"POU5F2"
"7924148",7924148,""
"8170753",8170753,"SRPK3"
"7909088",7909088,"TMCC2"
"8040616",8040616,""
"8049582",8049582,"UBE2F-SCLY///SCLY"
"8124806",8124806,"NRM"
"8127563",8127563,"COL12A1"
"8139299",8139299,"POLD2"
"8030721",8030721,"CLEC11A"
"7910706",7910706,"LGALS8"
"8083471",8083471,"ARHGEF26"
"7958828",7958828,"TRAFD1"
"7963289",7963289,"BIN2"
"7928705",7928705,"TSPAN14"
"8091780",8091780,"B3GALNT1"
"8098500",8098500,"CDKN2AIP"
"8035120",8035120,"EPS15L1"
"8081546",8081546,""
"7992409",7992409,"RNF151"
"7931764",7931764,"ADARB2"
"7927169",7927169,"ZNF487"
"8160968",8160968,"STOML2"
"8075462",8075462,"SELM///SELM"
"8129193",8129193,"CEP85L"
"8114489",8114489,""
"8008700",8008700,"FLJ11710"
"8030292",8030292,"DKKL1"
"8068014",8068014,""
"7938309",7938309,"KRT8P41"
"8094139",8094139,"DEFB131"
"8097262",8097262,"SPATA5"
"7992917",7992917,"CLUAP1"
"8050293",8050293,"FLJ33534"
"7933073",7933073,"GJD4"
"7952988",7952988,"ERC1"
"8140151",8140151,"RFC2"
"7917670",7917670,""
"7976858",7976858,"DIO3"
