"","ID","Gene.symbol"
"8157021",8157021,"NIPSNAP3A"
"8022972",8022972,"RPL7A"
"7982010",7982010,"SNORD115-2"
"8006433",8006433,"CCL2///CCL2"
"8063156",8063156,"CD40"
"8004086",8004086,"USP6"
"8073573",8073573,"FAM109B"
"8006845",8006845,"RPL19"
"8116295",8116295,""
"7995263",7995263,"SCFV///IGLJ3///IGHV3-23///IGHV3-41///IGHV4-31///IGHM///IGHG2///IGHG1///IGHA1///IGH///C14orf99///IGK///IGKV3-20///IGHV3-23///IGHV3-48///IGHV3-75///IGHV3-69-1///IGHV3OR16-7"
"8102655",8102655,"BBS7"
"7947609",7947609,"PEX16"
"7967089",7967089,""
"8003771",8003771,""
"7903030",7903030,""
"8155332",8155332,"FAM220A"
"8070563",8070563,"UMODL1-AS1"
"8161000",8161000,""
"8066569",8066569,"WFDC11"
"8165478",8165478,"TPRN"
"8040080",8040080,"RSAD2"
"8156826",8156826,"TGFBR1"
"8152865",8152865,""
"8162276",8162276,"NFIL3"
"7985786",7985786,"ACAN"
"8121138",8121138,""
"8042466",8042466,""
"8070330",8070330,"PSMG1///PSMG1"
"7937407",7937407,"RASSF7"
"7920291",7920291,"S100A16"
"7979820",7979820,""
"7953622",7953622,"C1RL-AS1"
"8068401",8068401,"CBR1"
"8022646",8022646,"KCTD1"
"7927801",7927801,"ANXA2P3"
"8058460",8058460,""
"7939329",7939329,"PDHX"
"7950641",7950641,"NDUFC2-KCTD14///KCTD14"
"7973101",7973101,"RNASE6"
"8017212",8017212,"USP32"
"8063024",8063024,""
"7900365",7900365,"MFSD2A///MFSD2A"
"8156838",8156838,"SEC61B"
"8046628",8046628,"RBM45"
"8167038",8167038,""
"8133155",8133155,"TPST1"
"8112596",8112596,"ANKRA2"
"7985918",7985918,""
"8135321",8135321,""
"8068216",8068216,""
"8046604",8046604,"AGPS"
"8167457",8167457,"CCDC22"
"8139996",8139996,"SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1"
"7971482",7971482,""
"8164862",8164862,"SURF6"
"8011337",8011337,"OR3A1"
"8145778",8145778,""
"8159667",8159667,"TOR4A"
"7946742",7946742,"CYP2R1"
"8094986",8094986,""
"8082667",8082667,"NUDT16"
"7988440",7988440,""
"8008277",8008277,"SGCA"
"8068393",8068393,""
"8049635",8049635,"TRAF3IP1"
"7897509",7897509,"NMNAT1"
"8049007",8049007,"SPATA3"
"8126324",8126324,"PGC"
"8136612",8136612,""
"8125007",8125007,"LY6G5C"
"7989216",7989216,""
"7916785",7916785,"INSL5"
"7919155",7919155,""
"7919405",7919405,""
"8124798",8124798,"LOC107987457///PPP1R18"
"8166609",8166609,""
"8041447",8041447,"CRIM1"
"8156257",8156257,"SPATA31C2///SPATA31C1"
"8068460",8068460,"MORC3"
"7991485",7991485,"TTC23"
"8175234",8175234,"GPC3"
"8039625",8039625,"ZIM3"
"8155212",8155212,""
"8054712",8054712,"IL1A"
"8046586",8046586,""
"7965652",7965652,"CDK17"
"8101718",8101718,"PYURF///PIGY"
"8024566",8024566,"GNA11"
"8116969",8116969,"NOL7"
"7964687",7964687,"C12orf56"
"8027268",8027268,""
"8053266",8053266,"TACR1"
"8002999",8002999,"GCSHP3///LOC729080///LOC641746///GCSH"
"7912525",7912525,""
"8050160",8050160,"MBOAT2"
"7935776",7935776,""
"8071649",8071649,"BMS1P20"
"8124846",8124846,""
"8165255",8165255,"HSPC324"
"7916592",7916592,"MYSM1"
"8142403",8142403,""
"8092277",8092277,"PEX5L"
"8114733",8114733,"ARAP3"
"8078110",8078110,"CAPN7"
"7956878",7956878,"IRAK3"
"8174444",8174444,"IRS4"
"7975705",7975705,"ISCA2"
"7971375",7971375,"TPT1"
"7920472",7920472,"TPM3///ROS1"
"7978407",7978407,"PRKD1"
"8148208",8148208,"FAM91A1"
"7902308",7902308,"FPGT-TNNI3K///FPGT"
"8101609",8101609,"SLC10A6"
"8033151",8033151,"ACER1"
"8021374",8021374,""
"8006850",8006850,"CDK12"
"8070081",8070081,""
"8027381",8027381,""
"8044880",8044880,""
"7988563",7988563,"SHC4"
"7906838",7906838,"NOS1AP"
"8180228",8180228,""
"7946067",7946067,"OR51B4"
"8046680",8046680,"PLEKHA3"
"8100109",8100109,"GABRA2"
"8178712",8178712,"TNXB///TNXA"
"8179935",8179935,"TNXB///TNXA"
"8119196",8119196,""
"7915015",7915015,"GNL2"
"8141263",8141263,"KPNA7"
"8115068",8115068,"TIGD6"
"7978544",7978544,"EGLN3"
"8020919",8020919,"C18orf21"
"7953761",7953761,""
"8180202",8180202,"PIGF"
"8180258",8180258,"PIGF"
"7944111",7944111,""
"8081138",8081138,"EPHA6"
"8127872",8127872,"SNAP91"
"7939916",7939916,"OR4A16"
"7966052",7966052,"CRY1"
"8139765",8139765,""
"7952813",7952813,"IGSF9B"
"7909990",7909990,"LOC100287934///LOC100287497"
"8152215",8152215,"KLF10"
"7989493",7989493,"RPS27L"
"8147580",8147580,"VPS13B"
"8106530",8106530,""
"7981181",7981181,"SCARNA13///SNHG10"
"7942783",7942783,"AAMDC"
"8048116",8048116,""
"8171516",8171516,"RBBP7"
"8094456",8094456,"SMIM20"
"8135361",8135361,""
"7920492",7920492,"C1orf43///C1orf43"
"8096511",8096511,"BMPR1B"
"8014452",8014452,""
"7985765",7985765,"MIR7-2"
"8114158",8114158,"PPP2CA"
"8042219",8042219,""
"8064844",8064844,"PCNA"
"8043697",8043697,"ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B"
"7992402",7992402,"NDUFB10"
"8154130",8154130,""
"8142448",8142448,""
"8135486",8135486,""
"8174291",8174291,"ESX1"
"8011027",8011027,"MYO1C"
"7985963",7985963,"TTLL13P"
"8133818",8133818,"PHTF2"
"8117520",8117520,""
"8020267",8020267,"CEP192"
"8170015",8170015,"ZNF449"
"7961187",7961187,"KLRC1"
"8062933",8062933,"SEMG1"
"8076219",8076219,"SNORD83B"
"8069836",8069836,"KRTAP19-4"
"7994572",7994572,"SNX29P2"
"8024896",8024896,"MIR7-3"
"8152819",8152819,""
"7978822",7978822,""
"7919208",7919208,"GNRHR2"
"8031821",8031821,"ZNF586"
"8156112",8156112,""
"8133788",8133788,"PTPN12"
"8033789",8033789,"ZNF121"
"8074615",8074615,""
"8122045",8122045,"AKAP7"
"7900183",7900183,"MANEAL"
"8064967",8064967,"MKKS"
"7905254",7905254,""
"8031750",8031750,"ZNF419"
"8147262",8147262,"OTUD6B"
"8173941",8173941,"TSPAN6"
"8154777",8154777,""
"8058104",8058104,""
"7951038",7951038,"SNORA40///TAF1D"
"8118861",8118861,""
"8106929",8106929,""
"8001197",8001197,"NETO2"
"8159854",8159854,"PUM3"
"7966488",7966488,"HECTD4"
"7943031",7943031,"TRIM64C///TRIM64B///TRIM64EP"
"7950965",7950965,"TRIM64C///TRIM64B///TRIM64EP"
"8112428",8112428,"CD180"
"8148020",8148020,""
"7971077",7971077,"POSTN"
"8165663",8165663,""
"8002211",8002211,"DDX28"
"8068891",8068891,"LOC400870"
"8017061",8017061,"TEX14"
"7977801",7977801,""
"8040101",8040101,""
"8122856",8122856,""
"8097388",8097388,"LARP1B"
"7899073",7899073,""
"8038292",8038292,"CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7"
"8048898",8048898,"SP140"
"7972223",7972223,""
"8048752",8048752,"MRPL44"
"8072133",8072133,"TTC28-AS1"
"8165674",8165674,"SH3KBP1"
"8045974",8045974,"SLC4A10"
"8060792",8060792,"LOC643406"
"8163956",8163956,"OR1J1"
"8112687",8112687,"COL4A3BP"
"7932118",7932118,"BEND7"
"8016482",8016482,"MIR196A1"
"7973030",7973030,"OR11H6"
"8020377",8020377,"LOC441666"
"8031843",8031843,"LOC100128398"
"8164729",8164729,"TTF1"
"8124495",8124495,"POM121L2"
"8038177",8038177,"IZUMO1"
"8155048",8155048,"RUSC2"
"7972577",7972577,"LOC100996747///RPS26P11///RPS26///PDPK1"
"8034892",8034892,"OR7A5"
"8117741",8117741,"OR2H2"
"8135099",8135099,"COL26A1"
"8169519",8169519,"WDR44"
"8141898",8141898,"DNAJC2"
"7958644",7958644,"ATP2A2"
"7996034",7996034,"CCL17"
"7964736",7964736,"LOC100129940"
"7907747",7907747,""
"8049235",8049235,""
"8144812",8144812,"PCM1"
"7929003",7929003,"LIPM"
"8016947",8016947,"TSPOAP1"
"7905801",7905801,"TDRD10"
"8078600",8078600,"TCEA1"
"8104680",8104680,"C5orf22"
"8072009",8072009,"CRYBB2P1"
"7997712",7997712,"IRF8"
"7960682",7960682,"PIANP"
"7904158",7904158,"OLFML3"
"7966839",7966839,"VSIG10"
"8064842",8064842,""
"8110415",8110415,"SUDS3"
"7997504",7997504,"CDH13"
"8026496",8026496,"LINC00661"
"8044258",8044258,"LIMS1"
"7908879",7908879,"PPFIA4"
"7915351",7915351,"SLFNL1"
"7990827",7990827,""
"7945462",7945462,"IRF7"
"8112940",8112940,"SSBP2"
"8092239",8092239,""
"8141846",8141846,"FBXL13"
"8180319",8180319,"TGIF1"
"8095870",8095870,"CCNG2"
"8036613",8036613,"HNRNPL"
"8054412",8054412,""
"7917528",7917528,""
"8095663",8095663,"AFM"
"8131515",8131515,""
"7993754",7993754,"ACSM2A"
"7987536",7987536,"RMDN3"
"8149318",8149318,"LINC00529"
"8077353",8077353,"TRNT1"
"8002523",8002523,"CMTR2"
"8156026",8156026,"CEP78"
"8094154",8094154,""
"8030946",8030946,"ZNF808"
"8048478",8048478,"ZFAND2B"
"8098604",8098604,"ANKRD37"
"8170292",8170292,""
"8041061",8041061,"PLB1"
"8099476",8099476,"PROM1"
"8013131",8013131,"SMCR5"
"8169811",8169811,"OCRL"
"8071981",8071981,"KIAA1671"
"7977294",7977294,"ZBTB42"
"7991399",7991399,""
"8098938",8098938,""
"8145780",8145780,""
"7915592",7915592,"RNU5D-1"
"7914940",7914940,"MRPS15"
"8016832",8016832,"MMD"
"8180377",8180377,"MXRA7"
"8015739",8015739,""
"8079170",8079170,"TCAIM"
"8016311",8016311,"WNT3"
"7949482",7949482,"RNASEH2C"
"8127756",8127756,"LCA5"
"7936968",7936968,"ADAM12"
"8136161",8136161,""
"8126512",8126512,"MRPL2"
"8049961",8049961,"LOC728323///FBXO25"
"7930775",7930775,""
"8025452",8025452,"MBD3L1"
"8154221",8154221,""
"7978360",7978360,"GZMH"
"8173673",8173673,"ATRX"
"7961962",7961962,""
"8104731",8104731,""
"8074212",8074212,"GAB4"
"8024584",8024584,"NCLN"
"8161229",8161229,"TOMM5///FBXO10///TOMM5"
"8012726",8012726,"MYH1"
"7939938",7939938,""
"8043059",8043059,"DNAH6"
"8040547",8040547,""
"7919815",7919815,"CTSK"
"8050176",8050176,"ITGB1BP1"
"8045527",8045527,""
"8071044",8071044,"LOC100233156///TEKT4P2///MAFIP"
"8004802",8004802,""
"8122887",8122887,"OPRM1"
"8160555",8160555,""
"8036365",8036365,"ZNF829"
"8138108",8138108,"KDELR2"
"7945475",7945475,"CDHR5"
"7999674",7999674,"MYH11"
"8106816",8106816,""
"7981364",7981364,"CINP"
"8106921",8106921,""
"7940349",7940349,"CCDC86"
"7925763",7925763,"SH3BP5L"
"8081192",8081192,"OR5AC2"
"8110647",8110647,"OR2V2"
"8097553",8097553,"IL15"
"7948117",7948117,"OR5F2P"
"8140907",8140907,""
"8154670",8154670,"IFT74"
"8041508",8041508,"QPCT"
"7972743",7972743,""
"8082688",8082688,"DNAJC13"
"8159627",8159627,"SLC34A3"
"8117732",8117732,"OR2H1"
"7904869",7904869,"ABHD17A"
"7904948",7904948,"ABHD17A"
"7984846",7984846,"FLJ42022///CLK3"
"8141522",8141522,"C7orf61"
"7984662",7984662,"GOLGA6C///LOC645752///GOLGA6A///GOLGA6B"
"8058201",8058201,""
"7967386",7967386,"MPHOSPH9"
"8029340",8029340,"ZNF155"
"8135568",8135568,"MDFIC"
"8120990",8120990,""
"7926410",7926410,"MRC1"
"7926451",7926451,"MRC1"
"7968711",7968711,"COG6"
"7910971",7910971,"WDR64"
"8150889",8150889,"SDR16C5"
"8023308",8023308,""
"8145611",8145611,"FZD3"
"7976451",7976451,"PPP4R4"
"7935056",7935056,""
"8077989",8077989,"TPRXL"
"8131438",8131438,"ZNF316"
"8049959",8049959,"FLJ41327"
"8091733",8091733,""
"8008310",8008310,"EME1"
"8139198",8139198,"RWDD4"
"8141035",8141035,"SGCE"
"8089394",8089394,"RETNLB"
"7971415",7971415,""
"8155414",8155414,"LOC102725104///LOC101059935///ANKRD20A8P"
"8161384",8161384,"LOC102725104///LOC101059935///ANKRD20A8P"
"7963427",7963427,"KRT5"
"8074481",8074481,"C22orf29///GNB1L"
"8102410",8102410,"LOC100996747///RPS26P11///RPS26///PDPK1"
"8150356",8150356,"RNF5P1///RNF5"
"8100819",8100819,"CSN2"
"8051202",8051202,""
"8168735",8168735,""
"7928770",7928770,"CDHR1"
"8132849",8132849,""
"8050695",8050695,"SF3B6"
"7948470",7948470,"PTGDR2"
"8136795",8136795,"PRSS1"
"7916745",7916745,""
"8004400",8004400,"C17orf74"
"8169272",8169272,"ATG4A"
"8055911",8055911,"LOC100129449"
"8089568",8089568,"CD200R1"
"7952436",7952436,"ESAM"
"8169361",8169361,""
"7946221",7946221,"TAF10"
"8101174",8101174,"CCDC158"
"8065254",8065254,""
"7948612",7948612,"FADS1"
"8123038",8123038,"GTF2H5"
"8157905",8157905,"MVB12B"
"7948798",7948798,"HNRNPUL2-BSCL2///BSCL2"
"7902472",7902472,""
"8014749",8014749,"RPL23"
"8123176",8123176,"MAS1"
"8095356",8095356,""
"8029688",8029688,"CD3EAP"
"7906017",7906017,"POU5F1P4"
"8035095",8035095,"CYP4F11"
"8172425",8172425,"SLC38A5"
"8052947",8052947,"CYP26B1"
"7971727",7971727,"CTAGE3P"
"8161154",8161154,"FAM221B"
"8163672",8163672,"PAPPA-AS1"
"8058075",8058075,"BOLL"
"8031344",8031344,"KIR2DS2///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL1///KIR2DL3///KIR2DL2///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3"
"8109802",8109802,"RARS"
"8154217",8154217,""
"8023382",8023382,"MBD2"
"8117288",8117288,"SCGN"
"7911096",7911096,"EFCAB2"
"7921356",7921356,"OR10K2"
"8023977",8023977,"GZMM"
"8053313",8053313,""
"8151549",8151549,"IMPA1"
"7908371",7908371,"ERVMER61-1"
"8099506",8099506,"TAPT1"
"7957271",7957271,""
"7926819",7926819,""
"7949744",7949744,""
"8042161",8042161,"PEX13///PEX13"
"8155898",8155898,"PCSK5"
"8104070",8104070,""
"8005745",8005745,""
"8063793",8063793,"MIR646HG"
"7998643",7998643,"RPL3L"
"8178074",8178074,"C6orf25"
"7918223",7918223,"HENMT1"
"8106820",8106820,"POLR3G"
"8171890",8171890,""
"7929478",7929478,"CYP2C19"
"8172654",8172654,"USP27X-AS1"
"7920178",7920178,"CRNN"
"8178955",8178955,"RGL2"
"8180144",8180144,"RGL2"
"7948267",7948267,"TIMM10"
"7925126",7925126,""
"8129835",8129835,""
"8084397",8084397,"ECE2"
"8048703",8048703,"LLPH///LLPH-AS1///LLPH"
"7957534",7957534,""
"8131301",8131301,""
"8121140",8121140,""
"8147717",8147717,"ODF1"
"8144457",8144457,"DEFB104B///DEFB104A"
"8149192",8149192,"DEFB104B///DEFB104A"
"8079719",8079719,"CCDC36"
"7982269",7982269,""
"7987025",7987025,""
"8096079",8096079,""
"8071061",8071061,"TPTEP1"
"8095616",8095616,"NPFFR2"
"8107970",8107970,"IL13"
"8156043",8156043,"PSAT1"
"7905329",7905329,"MLLT11"
"7976778",7976778,"LINC00523"
"8011875",8011875,"DERL2"
"7932614",7932614,""
"7952735",7952735,""
"7945368",7945368,"IFITM5"
"8097415",8097415,""
"8035847",8035847,"ZNF675"
"8049542",8049542,"LRRFIP1"
"7948115",7948115,"OR5F1"
"8079198",8079198,"ZNF660"
"7985560",7985560,"CSPG4P5"
"8037755",8037755,"IGFL3"
"7914847",7914847,"C1orf216"
"7993349",7993349,"PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3"
"7922351",7922351,"LOC101928673"
"8142136",8142136,"CCDC71L"
"8022557",8022557,""
"7901858",7901858,""
"8080511",8080511,"CACNA1D"
"8022436",8022436,"LINC00314"
"8090418",8090418,""
"8105111",8105111,"FBXO4"
"8091279",8091279,""
"8122561",8122561,"ADGB"
"8136709",8136709,"MGAM2"
"7948896",7948896,"SNHG1///SNORD22"
"8089029",8089029,"DHFR2"
"7964285",7964285,"SDR9C7"
"8046573",8046573,"MTX2"
"8121588",8121588,"DSE"
"8137183",8137183,"SSPO"
"7917697",7917697,"GFI1"
"8130422",8130422,"CNKSR3///CNKSR3"
"8097447",8097447,""
"8036451",8036451,"WDR87"
"8000978",8000978,"PRSS53"
"7989253",7989253,"SLTM"
"8130962",8130962,"PDCD2"
"8121886",8121886,"HINT3"
"7927706",7927706,""
"8014650",8014650,"LOC101929950///LOC440434///NPEPPS"
"8068057",8068057,"LINC00161"
"7946454",7946454,"SCUBE2"
"8101284",8101284,"PRKG2"
"7999562",7999562,"PARN"
"7971159",7971159,"TNAP"
"8120466",8120466,""
"8148049",8148049,"NOV"
"7935146",7935146,"NOC3L"
"8096312",8096312,""
"7905481",7905481,""
"8088315",8088315,"DNAH12"
"8169645",8169645,"UBE2A"
"8096077",8096077,""
"7987470",7987470,""
"8047635",8047635,"RPL12"
"8128698",8128698,"SESN1"
"7904408",7904408,"HSD3B2"
"8012207",8012207,"TMEM256-PLSCR3///TMEM256///TNK1"
"8069841",8069841,"KRTAP19-6"
"8035795",8035795,"ZNF626"
"7903321",7903321,"RTCA"
"8074836",8074836,""
"8053386",8053386,""
"8111941",8111941,"HMGCS1"
"7911265",7911265,"OR2M2"
"8164833",8164833,"GBGT1///GBGT1"
"8033554",8033554,"CD320"
"8058411",8058411,""
"7899436",7899436,"SESN2"
"7959144",7959144,""
"8144584",8144584,""
"7982507",7982507,"EMC4///EMC4"
"7947147",7947147,"SVIP"
"7973896",7973896,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7978568",7978568,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"8161166",8161166,"OR2S2"
"8065067",8065067,""
"8018295",8018295,""
"8175775",8175775,"MAGEA1"
"8005699",8005699,"DHRS7B"
"7963157",7963157,"RACGAP1"
"8029321",8029321,"ZNF283"
"8147503",8147503,"LAPTM4B"
"8027312",8027312,"ZNF429"
"7935859",7935859,""
"7996546",7996546,"LRRC36"
"8058346",8058346,""
"8043022",8043022,""
"8121392",8121392,"CEP57L1"
"8148313",8148313,""
"8072360",8072360,"TCN2"
"8126432",8126432,""
"7939432",7939432,""
"8131871",8131871,"CCDC126"
"8095402",8095402,"UGT2A3"
"8172858",8172858,"IQSEC2"
"8170622",8170622,"PNMA3"
"8057615",8057615,"DIRC1"
"8100734",8100734,"UGT2B17"
"8045210",8045210,"CYP4F30P///CYP4F62P///FAR2P1"
"7951824",7951824,""
"8151436",8151436,"PEX2"
"7998129",7998129,"POLR3K"
"8126269",8126269,"TREML1"
"8125434",8125434,""
"8150757",8150757,"RB1CC1"
"8134415",8134415,"SDHAF3"
"7970546",7970546,"MICU2"
"7966568",7966568,""
"8002667",8002667,"PMFBP1"
"7972663",7972663,""
"7998898",7998898,"CLDN6"
"8048611",8048611,"ASIC4"
"7898375",7898375,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7898411",7898411,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7912800",7912800,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7912850",7912850,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7919576",7919576,"RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"
"7924325",7924325,""
"8029831",8029831,"CALM3///CALM3"
"8042373",8042373,"ETAA1"
"8035787",8035787,""
"8046502",8046502,"SCRN3"
"8093360",8093360,"PDE6B"
"8030844",8030844,"MIRLET7E"
"8104506",8104506,"TRIO"
"8144705",8144705,"KIAA1456"
"7945892",7945892,""
"8169174",8169174,"RNF128"
"7954602",7954602,""
"8165650",8165650,""
"8149296",8149296,"PINX1"
"8027886",8027886,"HAUS5"
"7929332",7929332,""
"8133741",8133741,"LOC105375355///UPK3B"
"8146122",8146122,"GOLGA7"
"8123737",8123737,""
"7993359",7993359,"PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3"
"8015236",8015236,"KRTAP4-4"
"8095705",8095705,"MTHFD2L"
"8098368",8098368,"ADAM29"
"7963491",7963491,"KRT1"
"8084323",8084323,"DVL3"
"7973135",7973135,"SLC39A2"
"8009727",8009727,"MRPL58"
"8082607",8082607,"ATP2C1"
"8169094",8169094,"IL1RAPL2"
"7898739",7898739,"CDC42"
"8142876",8142876,""
"8171260",8171260,"FAM9A"
"7898227",7898227,"PLEKHM2"
"8108256",8108256,"MYOT"
"7925757",7925757,"OR2T35///OR2T2"
"7902402",7902402,"MSH4"
"7954382",7954382,"PYROXD1"
"8138977",8138977,"DPY19L1"
"8157608",8157608,""
"7982955",7982955,""
"7934906",7934906,"ACTA2"
"8127193",8127193,"BMP5///BMP5"
"8015884",8015884,"PPY"
"7960744",7960744,"C1R"
"8021707",8021707,"SOCS6"
"8104788",8104788,"RAI14"
"7942932",7942932,"HIKESHI"
"8045169",8045169,""
"8145687",8145687,""
"7920082",7920082,"RORC"
"7930561",7930561,"HABP2"
"8150352",8150352,"C8orf86"
"8059393",8059393,"CUL3"
"8158145",8158145,"LOC102723566"
"7928308",7928308,"DDIT4"
"8171791",8171791,"SMPX"
"7960259",7960259,""
"8034342",8034342,"ZNF625-ZNF20"
"8134339",8134339,"PEG10"
"8073578",8073578,"SMDT1"
"8057887",8057887,"STK17B"
"7921354",7921354,"OR10T2"
"7934091",7934091,""
"8101143",8101143,"NUP54"
"8025973",8025973,"ZNF700"
"8168678",8168678,"FAM133A"
"8061490",8061490,"FAM182B///FAM182A"
"7928363",7928363,""
"8026875",8026875,"SNORA68"
"8118322",8118322,"SNORD52"
"8159965",8159965,""
"8099025",8099025,""
"8115851",8115851,"STC2"
"8131831",8131831,"NUPL2"
"7954356",7954356,"SLCO1B1"
"8161270",8161270,"ANKRD18A"
"8006638",8006638,"GGNBP2"
"8013135",8013135,"SREBF1"
"8091757",8091757,"TRIM59"
"7977214",7977214,"MIR203A"
"7943709",7943709,""
"7967107",7967107,"HNF1A-AS1"
"8133012",8133012,""
"7925728",7925728,"OR6F1"
"8082928",8082928,"CLDN18"
"7902102",7902102,""
"7900413",7900413,"ZMPSTE24"
"8158224",8158224,"SLC27A4"
"8102745",8102745,"PGRMC2"
"8159235",8159235,"LOC401557"
"8175578",8175578,""
"8040898",8040898,"TRIM54"
"8118249",8118249,"C6orf25"
"8113274",8113274,""
"7905339",7905339,"GABPB2"
"8089970",8089970,"ILDR1"
"7988208",7988208,"CATSPER2P1"
"8126839",8126839,"TNFRSF21"
"7904478",7904478,"LINC00328"
"7907051",7907051,""
"8102513",8102513,"LOC101929762"
"8091352",8091352,"UBQLN4"
"7965677",7965677,""
"7939024",7939024,"ANO3"
"7994961",7994961,"CTF1"
"8168729",8168729,""
"8109697",8109697,"CCNG1"
"7968970",7968970,""
"7954240",7954240,"CAPZA3"
"8101126",8101126,"CXCL10"
"7946321",7946321,"OR5P1P"
"8050801",8050801,""
"8022380",8022380,"CEP76"
"8100231",8100231,"TEC"
"8055377",8055377,"ZRANB3"
"8151686",8151686,"MMP16"
"8035304",8035304,"BST2"
"8068168",8068168,"SOD1"
"7965589",7965589,"CCDC38"
"8009792",8009792,""
"8039075",8039075,"VN1R4"
"7931403",7931403,""
"7913138",7913138,"AKR7L"
"8021349",8021349,"ST8SIA3"
"8054479",8054479,"MALL"
"7959016",7959016,"LINC00173"
"8133036",8133036,""
"7967658",7967658,""
"7967898",7967898,""
"7909999",7909999,""
"8132045",8132045,"PLEKHA8"
"7970577",7970577,"MIPEP"
"8085946",8085946,"EOMES"
"8031260",8031260,"1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1"
"7916541",7916541,"DAB1"
"7974811",7974811,""
"8160417",8160417,"IFNA6"
"7951679",7951679,"TIMM8B"
"7915252",7915252,"BMP8B///BMP8B"
"8155550",8155550,"LOC102724238///LOC554249///GLIDR"
"8084982",8084982,"NCBP2-AS2"
"8069804",8069804,"KRTAP26-1"
"8152367",8152367,""
"8177544",8177544,"LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4"
"8050102",8050102,"CMPK2"
"8169969",8169969,"PHF6"
"8151659",8151659,"CNGB3"
"8006621",8006621,"CCL4L1///CCL4L2///CCL4///CCL4L1"
"8019651",8019651,"CCL4L1///CCL4L2///CCL4///CCL4L1"
"8039096",8039096,"NLRP12"
"7910950",7910950,"KMO"
"7993756",7993756,"ACSM3"
"7946119",7946119,"OR56A1"
"8015914",8015914,"HDAC5"
"8017106",8017106,"TRIM37"
"7975713",7975713,"FCF1"
"7976560",7976560,"BDKRB2"
"7950699",7950699,""
"8147221",8147221,"OSGIN2"
"7993146",7993146,""
"8058668",8058668,""
"8170794",8170794,"AVPR2"
"8060997",8060997,"SPTLC3"
"8060308",8060308,"DEFB126"
"7961873",7961873,""
"8115606",8115606,"SLU7"
"7984289",7984289,"RAB11A"
"7980616",7980616,"PTPN21"
"7995421",7995421,"LONP2"
"7995275",7995275,"LOC102723655///TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3"
"8039635",8039635,"DUXA"
"7940431",7940431,"PGA4///PGA3///PGA5"
"8146377",8146377,""
"7908639",7908639,"C1orf106"
"7936360",7936360,"NRAP"
"8123362",8123362,""
"7969179",7969179,"RNASEH2B"
"8153201",8153201,"AGO2"
"8132515",8132515,"BLVRA"
"8158523",8158523,"PTPA"
"7981333",7981333,""
"8050654",8050654,""
"7908003",7908003,"NPL"
"8055465",8055465,"CXCR4"
"7902317",7902317,"FPGT-TNNI3K///TNNI3K"
"8151743",8151743,""
"8119492",8119492,"BYSL"
"8052072",8052072,"FSHR"
"8110706",8110706,""
"7939975",7939975,"OR5T1"
"8172043",8172043,"SRPX"
"7961964",7961964,"ASUN"
"7964757",7964757,""
"8014248",8014248,"SLFN13"
"8123637",8123637,"HTATSF1P2"
"8013177",8013177,""
"8132557",8132557,"AEBP1"
"8145122",8145122,"SLC39A14"
"7993713",7993713,"IQCK"
"8015039",8015039,"SMARCE1"
"8157677",8157677,""
"8078567",8078567,""
"8158214",8158214,"COQ4///COQ4"
"8140852",8140852,"C7orf62"
"8143142",8143142,""
"7939983",7939983,"OR8U9///OR8U8///OR8U1"
"7919886",7919886,""
"8061859",8061859,"BPIFA4P"
