"","Gene.symbol","logFC","P.Value"
"8079153","ABHD5",-0.261982063186815,0.00271815760171788
"8178193","HLA-DRA///HLA-DQA1",0.366324917582412,0.00271906713297081
"8143781","GIMAP6",0.33020276098901,0.00272657021495584
"8036710","GMFG",0.52359177472527,0.00274520039541831
"8031223","LILRB1",0.641067714285712,0.00274561708195635
"7925929","AKR1C3",-0.454082519230772,0.00274983413150004
"8005574","",0.262874274725275,0.00275315972153357
"7938951","ANO5",-0.444153939560444,0.00277254311023078
"8066027","",-0.34366157692308,0.00278665327319611
"7997933","RPL13",-0.264292197802198,0.00283595032056532
"7906475","FCRL6",0.603578953296701,0.00285533603831633
"7934966","",0.320420508241756,0.00286792468854653
"7991104","",0.305294986263736,0.0028794868076475
"7991169","",0.305294986263736,0.0028794868076475
"7969977","",-0.240185456043958,0.00288498771405651
"8151411","",0.296075140109888,0.00292349913080064
"7957835","NR1H4",-0.296844554945053,0.00292923252690162
"8100798","SULT1B1",-0.365712532967033,0.00294570924372893
