Gene.symbol,logFC,P.Value
HRH4,0.368898339,0.012586647
DHX29,-0.296219348,0.012597327
,0.590771643,0.01259852
CAMK4,0.48240342,0.012606887
SNX14,-0.358876446,0.01261226
VWF,0.580198179,0.012621804
,0.309045384,0.012644662
GPC4,-0.306334179,0.012644947
RHOB,-0.248549813,0.012650427
,0.234770946,0.012654304
TESPA1,0.592897286,0.012667424
SUPT7L,-0.182653714,0.012673672
KLRC4-KLRK1///KLRC4,0.713341964,0.012688296
PP12613,-0.199253125,0.012706879
WEE1,-0.221409598,0.012722472
C2,0.56678575,0.012724499
C2,0.56678575,0.012724499
,-0.276572125,0.012738667
MS4A6A,0.644672196,0.012766291
,0.428185107,0.012771215
,0.230556152,0.01277142
C1GALT1,-0.397098866,0.012779512
KLHDC7A,-0.202041268,0.012780958
LPIN3,-0.210327571,0.012781063
NKIRAS1,-0.331953759,0.012806773
,0.178721741,0.012822298
CLDN11,0.366312839,0.012824037
,-0.148410116,0.012829563
JAM2,0.504246232,0.012842077
AASDHPPT,0.157934964,0.012844409
,0.175500929,0.012849646
ENOSF1,-0.378395795,0.012850832
CTU2,-0.1446995,0.012851798
COBL,-0.214556366,0.012867531
,-0.377783893,0.012883012
SPAG16,-0.226954366,0.012887069
,-0.288516571,0.012913012
C12orf49,-0.158081893,0.012913805
,0.250542116,0.012954852
,-0.205836161,0.012955081
WBP2NL,0.195954295,0.012955452
CTAGE5,-0.343733063,0.012965919
RIMS3,-0.167941357,0.012968514
MIR28,0.197253795,0.012974309
GABARAPL3,-0.226991562,0.01298452
MMP15,-0.201477786,0.012992142
RASSF2,0.579942143,0.012996267
CYR61,0.452034991,0.013000519
CHRD,-0.142685286,0.013005836
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,-0.273533777,0.013009014
MRPS15,-0.230421625,0.013043162
ZFP69,0.166841938,0.013044158
TMEM51,-0.199319795,0.013053202
CD2AP,-0.293678527,0.013054432
,-0.465260259,0.013056914
DPY19L2P2,-0.313040313,0.013062071
LMX1B,-0.162889562,0.01307155
TMC6,0.215759804,0.013086437
STX16-NPEPL1///NPEPL1,-0.154410313,0.013087449
,0.214223018,0.013129091
CLEC14A,0.301088991,0.013129912
PMPCB,-0.271961375,0.013133558
FZD7,-0.23181417,0.013175133
EMC10,-0.283242304,0.013177115
C6orf10,0.280688009,0.013177504
NOSIP,0.228391009,0.013178585
,-0.145862232,0.01318634
HAO1,-0.284635411,0.013197292
C9orf78,-0.27339225,0.013206815
NAA35,-0.205278937,0.013213275
DEPDC1,0.259452795,0.013213573
ENAM,-0.382281009,0.013231203
ZAP70,0.394867437,0.013257514
TPGS1,-0.136011946,0.013261792
,0.40895183,0.013262277
NAIP,0.486379545,0.013266473
KLF10,0.229109804,0.013273305
CLEC1A,0.22013483,0.013279525
GRIN1,-0.205432884,0.013298232
PGM5,0.556161679,0.013331053
C5orf22,-0.260757393,0.013335125
D2HGDH,-0.198557116,0.013335884
CDCA2,0.172713527,0.013336821
DIP2C,-0.319010616,0.013341105
GHDC,-0.201581134,0.013347945
TMC8,0.359884652,0.013350077
DGKD,0.275305563,0.013370604
TIMM10B,-0.227141241,0.013376004
,-0.199661696,0.013381411
PSME3,-0.240744036,0.013384317
LOC729080///GCSH,-0.308561598,0.01338853
OTOP2,-0.201166884,0.013397736
SLC30A9,-0.3479095,0.013399229
GSDMB,0.299033857,0.013428384
GABARAP,-0.13578125,0.013431179
SYNJ2,0.283980259,0.013448981
HHLA3,-0.293380536,0.013481544
IKZF3,0.751665098,0.013482534
MZT2B///PHGDH,-0.147124821,0.013488035
,-0.527009107,0.013491947
DHDDS,-0.311899571,0.013496177
MRI1,-0.237369089,0.013497086
TRIM15,-0.279119045,0.013537824
TRIM15,-0.279119045,0.013537824
TRIM15,-0.279119045,0.013537824
C12orf40,0.239947089,0.013542943
KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1,0.457012,0.013544681
C15orf39,0.221042509,0.013582312
CORO1B///PTPRCAP,0.224651536,0.013584881
SQSTM1,-0.259290705,0.013594673
AARD,-0.29601308,0.013596524
,0.621592857,0.013650144
ST20-AS1,-0.227136045,0.013656807
,0.450546991,0.013666223
LAPTM4B,-0.226721848,0.013672926
,0.209589607,0.013712155
GSDMC,0.235640848,0.013716886
,0.347976089,0.013734218
ALKBH4,-0.166776857,0.013739924
ATP6V1C1,-0.310991955,0.013753826
LINC01503,-0.139217491,0.013770042
CLDN16,-0.719720714,0.013772762
CCSAP,0.238640714,0.013779305
EXOC3L2,0.209471616,0.013797789
,0.312092464,0.013801016
,0.286021795,0.013801986
SNORD15B,-0.28029558,0.013806636
PDIA3P1///PDIA3,-0.206021696,0.013810275
ALG13,0.243851312,0.013834267
S100A8,0.59490433,0.013848398
SH3D21,-0.198175464,0.013856708
BGN,0.257951339,0.013894135
ZC2HC1B,0.223864366,0.013903307
,0.198706071,0.01391046
HOXC5,-0.230934393,0.013924468
ZXDA,-0.227942437,0.013927801
ZNF365,0.209019152,0.013973535
DENND4B,0.196558911,0.013989016
NCAPG2,0.173065277,0.013992491
,-0.201976723,0.013996307
C20orf141,0.214714902,0.014003321
,-0.202273571,0.014024761
PRRT3,-0.116319241,0.014029295
IMPG2,0.249085455,0.014045795
,-0.434060295,0.014047046
GALR3,-0.201368036,0.014065011
PHACTR2,0.238463491,0.014069781
C16orf89,-0.525761286,0.014078323
LRP10,-0.236643411,0.014091644
TUBB4A,-0.408015402,0.014097008
WDHD1,0.196944982,0.01410562
SYNE3,0.230688393,0.014114741
,-0.398767991,0.014126307
CLEC2D,0.621673188,0.014136935
VOPP1,0.248621732,0.01413986
RUBCN,0.175964134,0.014140063
,0.155346188,0.014144663
CANX,-0.148262768,0.014168247
,0.400479571,0.014168588
IP6K3,-0.43914717,0.01417281
SRSF8,-0.160069464,0.014177673
,0.299380679,0.014184617
SLC38A6,-0.336178723,0.014187375
,0.238052509,0.014210514
TRPC7,-0.325583357,0.014270214
MTFR1L,-0.268432536,0.014287337
,0.191524125,0.014290132
LRRC58,-0.209499679,0.014303555
SRPX2,0.499671455,0.01431196
BOD1,-0.164212937,0.014316779
TXNDC17///TXNDC17,-0.345821562,0.014321432
,0.387003259,0.014325923
SNAI3-AS1,-0.280565696,0.014330833
PSMA8,0.151013482,0.014340514
PATJ,-0.338820393,0.014350126
,0.280985125,0.014354692
TCIRG1,0.304628223,0.014362829
KDSR,-0.179344518,0.014381015
FBXO5,0.184233741,0.014387072
DCAF7,-0.179187821,0.01438729
,-0.188642268,0.014391923
SRGAP2,0.256185795,0.01440786
,0.301113411,0.014441282
HIPK3,-0.206820661,0.014458611
SLC22A5,-0.431496982,0.014460473
,0.123677679,0.014474406
ANOS1,0.333118616,0.014479485
TINAGL1,0.273247,0.014485129
RPL35A,0.177763125,0.014490981
OR6C70,0.22019742,0.014504151
SEC14L2,-0.226392259,0.01450574
,0.374125473,0.014505903
UTRN,0.382904652,0.014516322
,0.263241018,0.014517498
,0.328572973,0.014523846
,-0.485739955,0.014530925
,0.153784107,0.014537124
,0.334075411,0.014552397
,0.300768455,0.014561459
RASGRP1,0.396759714,0.014578419
FLJ42393,0.245313821,0.014592302
,0.267377634,0.014597437
ASIC5,0.180898741,0.014602499
,0.219867857,0.014621688
,0.184284688,0.014648727
DNASE1L3,0.421804464,0.014654886
,0.545143929,0.014656932
POLQ,0.221549339,0.014672283
PSMD11,-0.224959313,0.01468121
ABLIM1,-0.123653045,0.014691042
RAB27B,0.336086795,0.014697406
SESN2,-0.410773098,0.014704527
,-0.419282375,0.014711183
PAGE3,0.141475214,0.014738824
,-0.324551205,0.01474232
,0.373907232,0.014745172
ZNF730,0.331491116,0.014762127
TSPAN9,-0.287887616,0.014766857
RPL35,0.171955295,0.01476738
,0.347118946,0.014769615
MACROD2-IT1,0.222925929,0.014773854
,0.602889813,0.014773952
,0.520993902,0.014781507
TPT1-AS1,-0.30868108,0.014832554
,0.227716304,0.014845804
,0.199090366,0.014846244
HSPA1B///HSPA1A,-0.327203295,0.014849346
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,-0.264822071,0.014884607
EFNB1,0.197243161,0.01489358
COPB1,-0.249414902,0.01491911
BEND4,0.151648643,0.014927754
TSPOAP1,-0.152718143,0.01493233
VSIG4,0.528277107,0.014936337
SETD3,-0.238237857,0.014938175
,0.24469392,0.014948375
CALCOCO1,-0.231823375,0.014980529
LOC100130370,-0.203284232,0.014986373
TMEM44,0.171536241,0.014987277
LAT,0.312733902,0.014990006
OR2B2,0.225633045,0.014999471
,0.192290598,0.015001795
UNC13B,-0.255503589,0.015009139
OR2AK2,0.281567732,0.015054998
APOL4,0.462014366,0.015055156
,0.252971759,0.015071322
CIART,-0.431521063,0.015071739
RETN,-0.195818179,0.015079918
INVS,-0.301787509,0.015084428
IDH3A,-0.207899491,0.015086713
GIMAP1-GIMAP5///GIMAP1,0.316173045,0.015087418
,0.146907437,0.015087993
DPY19L2,-0.381403018,0.015100241
,0.282719348,0.015105424
LRRC32,0.240292312,0.015125145
USP30,-0.213024982,0.015134195
SAA2///SAA1,0.176891786,0.015157622
,0.334677036,0.015158218
LPA,-0.25407967,0.01517397
CDC25C,0.233440545,0.015176465
CD6,0.315675893,0.01517771
PRKD3,0.21461867,0.015180369
PLCL1,-0.446736902,0.015185725
LOC100129534,-0.224829259,0.015218438
SERPINA1,0.267222982,0.015222626
,0.436562893,0.015233169
,-0.320577054,0.015238267
,0.370676179,0.015239561
,0.255569313,0.015248509
TCTN3,-0.201041545,0.015252302
,0.227463205,0.015263559
,-0.190448286,0.015263795
LRRC75B,-0.306834732,0.015267722
RPL7,-0.171489911,0.01526974
TMCO1,-0.259127277,0.015290375
TKFC,-0.469930321,0.015312679
APAF1,0.272435509,0.01531659
,0.363947036,0.015320684
,0.177982437,0.015321333
HFM1,0.278215616,0.015334891
,0.135495777,0.01533727
MAGT1,-0.224818893,0.015386343
MITF,-0.172268607,0.015386448
SC5D,-0.342653321,0.015389798
SYPL1,-0.211734652,0.015402418
,0.20045567,0.01540533
SNORD116-25,-0.386619473,0.015412343
FTO,-0.161935563,0.015446545
CHST15,0.373022196,0.015461083
,-0.232003071,0.015464036
LOC400661,0.3064285,0.015469217
ZNF33B,-0.294998518,0.015499803
AKR1D1,0.228239509,0.015538857
FAM103A1,0.227093616,0.015556411
ETFDH,-0.437218438,0.015561076
,0.261398955,0.015611126
,0.299711554,0.015626635
,0.341960821,0.015638238
RASSF10,-0.262571786,0.015640889
BOP1,-0.202312089,0.015647517
,0.217537321,0.015651398
SPC25,0.189248607,0.015660426
NCF4,0.490734268,0.015661192
,1.199630554,0.015665161
ACER2,0.22892425,0.015666244
TNRC6A,-0.184590813,0.015686364
PSPN///PSPN,-0.184491536,0.015688027
FBXL22,-0.214700527,0.015708786
JAK3,0.441957482,0.01574502
,0.63010867,0.015752667
IRF2BP2,-0.118205402,0.015761292
ENKD1,-0.137829839,0.015761857
SP4,0.274348366,0.015762725
HELT,-0.173845214,0.015765555
SLC16A11,-0.217438214,0.015782967
ARPP19,-0.51540658,0.015783
ZC3H14,-0.163793429,0.015804257
IRAK1BP1,-0.30871358,0.015809843
UBFD1,-0.162867473,0.015821538
BRPF3,-0.195369696,0.015823946
SLA2,0.378150607,0.015826955
C3orf70,-0.169907313,0.015833186
,0.350388902,0.015843128
,0.286303438,0.015849524
DUS1L,-0.239799098,0.015850377
,-0.237286804,0.015859564
PRDM4,-0.182384964,0.015861892
RAN,-0.16820517,0.015865493
,-0.307448143,0.015886326
LRPPRC,-0.275298768,0.015930449
FCHO1,0.161697089,0.015942259
SKA3,0.222332991,0.015945845
MIR4435-2HG///LINC00152,0.308746241,0.015950203
MED20,-0.18825817,0.015953705
PIGX,-0.291790911,0.015960503
,0.19759092,0.015962526
DBP,-0.303916286,0.015966424
GPR87,0.168349643,0.015981228
PGM5P2///PGM5,0.24604,0.016001582
,0.267191482,0.016052884
IGKC,0.809953482,0.016056699
,0.277539616,0.016057935
,0.234261402,0.016058955
GTF2I,-0.212819821,0.016059669
BLCAP,-0.187177929,0.016060766
RPS16,0.179177384,0.016060846
PNMT,-0.152603545,0.016074367
,-0.343597893,0.016085247
THUMPD1,-0.300466134,0.016087499
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1,0.32111808,0.016095499
TMEM200B,-0.170952429,0.016107559
NKX6-3,-0.150916277,0.016128027
MT1JP,-0.331586143,0.016129099
AIG1,-0.318577268,0.016152289
,0.261215018,0.016154006
NKX1-2,-0.164402554,0.016227666
LSM2,0.191816964,0.016236497
LSM2,0.191816964,0.016236497
LSM2,0.191816964,0.016236497
,0.258548205,0.016271606
PHEX,0.213285321,0.01630026
UBA5,-0.20454333,0.016305544
TPPP,-0.258973339,0.016307565
MIR15B,0.20361342,0.01632119
HK2,0.281816875,0.01634018
CSF3R,0.311880741,0.0163623
NRK,-0.417219393,0.016368759
TRAP1,-0.190132036,0.016398451
HADHA,-0.218730482,0.01642164
UBE2M,-0.137614241,0.016423475
RPL7,-0.183779643,0.016427975
,0.276143786,0.016428301
ITPKA,-0.172000652,0.016429042
RASGEF1B,0.283405821,0.016434921
CDC37L1,-0.218849991,0.016440632
OVCA2///DPH1,-0.167892607,0.016464101
,-0.189508375,0.016478664
,-0.270812098,0.016489166
ANLN,0.363254536,0.016507391
RHOG,0.276877607,0.016523474
OR7A10,0.146308205,0.016553636
DNAAF3,-0.179936027,0.016556417
C7orf76,0.251741821,0.016572051
CDC14C,-0.237119518,0.016574527
RAB18,-0.264523661,0.016576157
S100B,0.316735196,0.016578675
POLR3K,0.180123071,0.016586102
OPCML,-0.400830286,0.016588902
,-0.388720152,0.016593197
TMBIM6,-0.175577768,0.016631607
CLCN5,-0.392874964,0.016636913
,-0.185673429,0.016658621
AVPI1,-0.282834018,0.016667768
,0.250378821,0.016687541
TOMM20,-0.204513259,0.016690522
,0.219458348,0.016691891
,-0.26129308,0.01669252
,0.278191339,0.016693938
,0.168344348,0.016695608
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,-0.263742348,0.016705655
CMA1,0.277351411,0.016714653
KIR2DS5///KIR2DS3///KIR2DS5///KIR2DS3,0.336935455,0.016716632
ASTN2,-0.139839884,0.01675091
UGP2,-0.266176848,0.016781927
,0.237167848,0.0167857
,0.758222554,0.016809028
MORC1,0.164282464,0.016815854
,0.381823509,0.016816567
ADAMTS16,-0.225897339,0.016821203
,0.356337714,0.016836725
,0.183773875,0.016844514
GNAO1,0.205574259,0.016864937
,0.14532583,0.016876886
EMC8///EMC8,-0.185839152,0.016876957
ANXA2P3,0.219142696,0.016879099
MOCS2,-0.328093205,0.016906871
,0.360170473,0.016921696
GABRB2,-0.384398036,0.016938674
ANO5,-0.327598348,0.016984139
MT1HL1,-0.371600045,0.0170002
CHAD,-0.247419696,0.0170698
CDRT1///FBXW10,0.333668759,0.017072458
,0.212054304,0.017075138
,0.221306491,0.017117123
RNPEP,-0.159313063,0.017119174
HSPA1B///HSPA1A,-0.329296018,0.01712405
HSPA1B///HSPA1A,-0.329296018,0.01712405
,0.396246687,0.017129322
C2orf70,0.226972384,0.017131032
MAP3K1,0.283386982,0.01714134
CYP11A1,-0.159747223,0.01714981
PLB1,0.167604393,0.017152591
GPR15,0.287114759,0.017154026
,0.341939054,0.017160999
HIST1H3J,0.185441304,0.017166966
GPR85,0.259961116,0.017170797
LDOC1,-0.241293554,0.01718682
TMED10,-0.112521607,0.017193648
ARSB,-0.435005063,0.017202744
OR6C6,0.269717473,0.01720924
,0.309552179,0.017218981
,0.152567125,0.017230824
COX7B,-0.493012973,0.017239761
,0.172002036,0.017239925
TIAM1,0.224670295,0.017281078
,0.348231893,0.017289394
TRHDE,-0.373604955,0.017290562
HSH2D,0.364516973,0.017293226
MRPL23,-0.143768205,0.017294147
,0.169423759,0.017306913
CRABP2,-0.193790661,0.017307282
LILRP2,0.203113482,0.017320203
KIF21B,0.20973042,0.017322775
,0.219999196,0.017326362
TXNRD3NB///TXNRD3,-0.185347464,0.01733359
,0.171990527,0.017358592
,0.149362134,0.017373924
MTFR2,0.205635821,0.01737662
BSG,-0.184230893,0.017401288
,0.272003518,0.017406168
GPR137,-0.170149866,0.017408408
,-0.226521107,0.017414661
SLC5A11,-0.608655321,0.017431912
,-0.221468161,0.017449748
DDX19A,-0.209024232,0.017455876
TRIM41,-0.188118304,0.017460742
RUSC1,-0.152326286,0.017463467
CHRNA7,-0.166845045,0.017476357
SNORD59A,-0.305897527,0.017476925
DEFB106B///DEFB106A,0.196698866,0.017485084
DEFB106B///DEFB106A,0.196698866,0.017485084
IL4I1///NUP62,0.186689839,0.017494852
ETS1,0.297218652,0.017513869
MIR503HG,-0.165031411,0.017555714
ABHD10,-0.390258411,0.017561912
TREX2,-0.224406241,0.017562227
,0.355253812,0.017564543
AKR7A2P1,-0.293690804,0.017565495
SNORD103B///SNORD103A,-0.552823875,0.017577473
SNORD103B///SNORD103A,-0.552823875,0.017577473
CYLD,0.300467768,0.017587848
,0.238946152,0.017600268
,0.307498107,0.017611088
CYP20A1,-0.275764286,0.017626877
,0.284602812,0.01762843
RPL7,-0.166982679,0.017628681
SLC2A14,0.266257393,0.017676965
,0.458504679,0.017747655
,0.214994589,0.01775952
USP10,-0.222451902,0.017762843
IGKC,1.036971446,0.017778065
RPL12,0.160818393,0.017778846
THEMIS,0.618660384,0.017785033
CACNG2,-0.170451143,0.017819967
CARD11,0.330149518,0.017832358
,0.208249071,0.017837756
BMS1P4///BMS1P6///BMS1P5///AGAP11///BMS1///AGAP11,-0.308854321,0.017850055
,-0.596214652,0.017860541
ZNF382,-0.327724545,0.01788359
STYK1,0.246876598,0.017902914
OR52E6,0.262107357,0.017909858
TEX261,-0.18449217,0.017946507
KLHL28,0.178832804,0.017950501
BTN2A1,0.196399509,0.01795235
GOT1L1,-0.222383054,0.017979724
SNX24,-0.24122933,0.017983062
,0.185180955,0.017986905
MRO,-0.709551607,0.017988052
LYSMD2,0.173438938,0.018024939
,-0.341500884,0.018054248
,0.246470071,0.018054459
SIRPD,0.207031232,0.018068759
FAM105A,0.376094848,0.018069439
,0.219537509,0.018082256
MAFA,-0.21119267,0.018105121
SLC16A4,-0.323718804,0.018128602
LY86,0.468275902,0.018129544
,0.210175214,0.01814119
DMTN,-0.197694036,0.018143931
TSPYL4,-0.172379911,0.018149114
,0.179813312,0.018149567
CPXM2,-0.287522839,0.018166012
OR10K2,0.294375705,0.018168527
LYPLA2,-0.225689509,0.018190787
ATP11A,-0.213360911,0.018202027
,0.248625616,0.018225056
DAB2,-0.317716696,0.018229992
,0.219579848,0.018248424
HMGA1,0.193003455,0.018278191
C1orf43///C1orf43,-0.181205179,0.018291156
SNTA1,-0.249877134,0.018299193
IL2,0.136570411,0.018333407
PXMP2,-0.352360473,0.018363553
,0.294988902,0.018364924
NHS,-0.210832848,0.018389221
DENND3,0.277150312,0.018392946
,0.186100161,0.018400254
HAPLN4,-0.209114,0.018402167
TMEM89,-0.193243268,0.018404966
REG1B,0.337840268,0.018417647
SLC43A3///PRG2,0.416393125,0.018426075
,0.28115233,0.018441032
,0.247969518,0.018442721
TOP2A,0.400238545,0.018451336
,0.372943955,0.018456102
HTN3,0.214211268,0.018456679
RSAD2,0.459775482,0.018462321
PHYHIPL,-0.406781714,0.018463707
P3H3,-0.128626027,0.018475725
VTCN1,-0.369119482,0.01847663
,0.185038884,0.018496261
LRRFIP1,0.392347946,0.018499514
,-0.485138759,0.018514253
TSPYL1,-0.211113545,0.018520928
SEPT5-GP1BB///SEPT5///GP1BB,-0.13069667,0.018526664
PLPP7,-0.226009723,0.018533639
,0.645439357,0.018563072
,0.645439357,0.018563072
ASAH1,-0.192098125,0.018574172
HIST1H2AM,0.206497696,0.018599202
,-0.169127107,0.018608212
KRTAP6-2,-0.217603348,0.018608795
DDX60L,0.409183509,0.018628601
,0.272140348,0.018636468
PIP4K2C,-0.242516482,0.018654659
,0.162745161,0.018669626
FAM156B///FAM156A,0.185599848,0.018706059
CRY2,-0.219823786,0.018709148
FANCB,0.169105437,0.018712043
LOC401127,-0.148661268,0.01871357
NBEAL1,-0.336150688,0.01874239
RHBDD2,-0.275696875,0.01877203
,-0.216701518,0.018773939
DENND2D,0.291534339,0.018780514
ZNF90,-0.291307464,0.018789631
CLINT1,-0.180975625,0.018818841
BAIAP3,-0.135781098,0.018825544
,-0.166971161,0.018844771
,-0.310005652,0.018850153
RRBP1,-0.167118946,0.018867646
LECT1,0.198075402,0.018868229
,0.19258208,0.018879033
DSEL,-0.574197687,0.018885999
,0.349745054,0.018907563
,0.196502723,0.018911721
TECR,-0.179910893,0.01892384
DUSP7,0.185816696,0.018962336
FCRL1,0.333596205,0.018966758
ESAM,0.372842384,0.018969588
RPL23,0.170611116,0.018972667
,0.232441,0.018976585
U2AF1,0.165780357,0.018979714
B3GNT4,-0.311779402,0.018990923
,0.186564723,0.019010149
ITGB4,0.30320217,0.019020651
FRMD6,0.270847839,0.019047973
SOX1,-0.164708348,0.019068493
LOC642648,-0.162928455,0.019077299
,0.249840321,0.019097518
KIR3DX1,0.151632018,0.019116421
,0.34050842,0.01913885
ALDH1A1,-0.252291339,0.019154612
ZSCAN9,0.155253286,0.01916743
KIFC2,-0.174122554,0.019172066
ZMIZ2,-0.155596563,0.019186383
CC2D2A,-0.209319893,0.01921468
TMEM155,-0.141562848,0.019218566
TMEM104,-0.189650089,0.019223849
CSN1S2AP,0.185500098,0.019233859
MORC4,-0.149713429,0.019252711
RAD18,0.152338018,0.019278881
CYTH1,0.260533625,0.019300894
VTI1A,-0.194750438,0.019310356
RNF146,-0.156761866,0.019327509
,-0.372362857,0.01932853
,0.367701339,0.019334091
HIST1H2AK,0.227432732,0.019348543
TGFBR3,-0.279884786,0.019365127
SAMM50,-0.217206045,0.019383244
,0.152160375,0.019388165
ADAMTS12,0.173041536,0.019388891
MSL3,0.235406134,0.019406256
,0.257772009,0.019421538
CLDN10,-0.259925446,0.019422827
,0.470823357,0.019436471
METRN,-0.165742402,0.019440776
TCN1,0.329608009,0.019445649
KIF2A,0.246319437,0.019449759
,0.406866848,0.019474085
REXO2,-0.259499786,0.019486823
WDR55,-0.263601911,0.019488526
FRMD1,-0.295976491,0.019493763
,-0.18828775,0.019513836
,0.257604116,0.01952601
SLFN12L,0.505679357,0.019528108
POU3F3,-0.161375786,0.019535348
,0.226524063,0.019538147
,-0.151477607,0.01953825
,0.111915911,0.019539124
APEH,-0.228531054,0.019543713
,-0.369909286,0.01955584
ZNF730///ZNF728///ZNF676///ZNF430///ZNF208///ZNF99///ZNF85///ZNF43,-0.202528571,0.019563745
TMEM121,-0.156110688,0.019568313
WNT6,-0.14323433,0.019571458
AK9,0.164703937,0.019592243
,0.266326071,0.019602472
,0.397338188,0.019606556
SEPT5-GP1BB///GP1BB,-0.154234902,0.019629166
,-0.189129482,0.019632962
TBC1D10C,0.368843277,0.01963813
SLC7A11,0.32172467,0.01969407
DUSP22,0.206115643,0.01969663
TIGD3,-0.166615661,0.019702992
OR5AC2,0.191280705,0.019717487
,0.479935911,0.019751819
NSA2,-0.220123518,0.019762976
THAP5,-0.188012268,0.019784892
SNORD115-7///SNRPN,-0.374009687,0.019861629
,0.18773108,0.019882658
RPS11,0.124610982,0.019911514
,0.24679933,0.019928605
SLC4A7,0.514163125,0.019955336
,0.206212696,0.019957755
CNR2,0.24055092,0.019976528
ESCO2,0.335517179,0.019983225
,0.137821196,0.019984612
RPL36A-HNRNPH2///FSTL5///RPL36A,0.148680304,0.019987071
AP1G1,-0.190706982,0.019997591
NIM1K,0.183257786,0.020000466
UST,0.227395661,0.020003034
,0.34216725,0.020007109
CNN2,0.298426571,0.020007688
ROBO1,0.247582277,0.020015269
HIST2H2BF///HIST2H2BA,0.156938134,0.020038442
GNG4,0.275188473,0.020061397
,-0.222887786,0.020068785
ZSWIM8,-0.178460339,0.02007138
,0.510757661,0.02007385
ELF4,0.277164161,0.02008293
,0.318889714,0.020091353
UGT2A3,-0.454811402,0.020111346
C18orf54,0.234162054,0.020138701
CUL9,-0.137576625,0.020152403
RFNG,-0.172672018,0.020155208
RAB35,0.227600893,0.020161573
ERP29,-0.157576339,0.020186665
OSGEP,0.199915607,0.020189836
SNORA14B,-0.501638134,0.020196682
LAIR2,0.270249929,0.020200668
,0.270153821,0.020201391
MEF2C,0.371779929,0.020212941
PEX11A,-0.146220741,0.020240952
DOCK9,0.267536893,0.02025175
PDZRN4,-0.20761167,0.020271941
NOTUM,-0.153976652,0.020279234
APEX1,-0.181711696,0.020282891
HNRNPUL2-BSCL2///BSCL2,-0.239600964,0.020286642
JAK2,0.360499536,0.020301331
MAP4K3,-0.274335232,0.020305732
ARHGAP45,0.296371616,0.020325369
GDF5,-0.194982804,0.020327529
SCARNA1,0.369970018,0.020347096
,0.259841357,0.020350105
C2orf88,-0.209607527,0.020351678
CHST11,0.36478858,0.020359637
LOXL2,0.285158304,0.020384008
SLCO4C1,-0.361596366,0.020385965
,0.322567875,0.020394469
MT1H,-0.56294708,0.020398551
TPMT,-0.311266634,0.020407666
PPP1R2,0.179543893,0.020415724
HSP90B3P,-0.268072232,0.020433052
OR5T1,0.156321688,0.020434658
SEPHS2,-0.30671475,0.020464645
RAD54L,0.145583384,0.020471114
TRAT1,0.774656214,0.020473401
MIR103A2,0.24320867,0.020495891
DYNAP,0.256533313,0.020498744
ATOH7,-0.188644911,0.020522657
,0.176934304,0.020532517
ZNF12,-0.252463286,0.020537658
,0.123554563,0.020540448
ATL2,-0.277472089,0.020542175
DBT,-0.296565625,0.02055088
BORCS5,-0.183466375,0.020562101
,-0.252271598,0.020566779
NXNL1,-0.13422583,0.020604042
,0.30613017,0.020609306
,0.408441554,0.020617646
,0.221228625,0.02065609
,0.565840429,0.020658851
POLR1E,0.211863384,0.020676979
PER1,-0.404949589,0.020677315
IGKC,1.043655563,0.020683067
ITGAE,0.135392116,0.020705953
VCAN,0.758937062,0.020727673
,0.317808571,0.020735543
CAMSAP3,-0.215866964,0.02074606
RNFT2,-0.151788554,0.020750823
ARHGAP11A,0.336420509,0.020754793
,-0.237418089,0.020776574
RPS8,0.207286339,0.020802119
,0.338445027,0.020840024
NPAS1,-0.140351339,0.020849669
MEDAG,0.420789339,0.020856857
DAZAP2,-0.146542054,0.020884993
DEXI,-0.226738589,0.020885763
ECE1,0.194443982,0.020899498
CNGA1,0.377214089,0.020911619
ZCCHC6,0.25829167,0.020914039
,0.21220758,0.020914964
UGT2A3,-0.50729242,0.02091812
LUZP6///MTPN,0.144993393,0.020929929
ARHGAP39,-0.117631723,0.020947074
OLFML2B,0.457056741,0.021005077
DOCK5,0.230641196,0.021015248
OR6M1,0.237538411,0.021035352
,0.270897652,0.02104796
RASL11A,-0.196941696,0.021054492
MED10,-0.274602214,0.021079498
,0.155884518,0.021106427
,0.566151286,0.021107276
SLC4A2,-0.127836964,0.02113285
RPL27///RPL27,0.167649,0.021137202
ZDHHC8P1,-0.153111554,0.021148101
RASAL3,0.302310696,0.021194034
TRAF4,-0.156397911,0.021214355
ETAA1,-0.218529607,0.021257539
