"","Symbol","log2FoldChange","pvalue"
"1","DDX11L1",-0.143069017134155,0.672094574564795
"2","WASH7P",0.0905709481589989,0.430978447218551
"3","MIR6859-1",0.13356446542836,0.472754753339121
"4","LOC100996442",-0.168064008611824,0.407830683561968
"5","LOC729737",0.0355798372778563,0.829454766028493
"6","DDX11L17",0.00278375990411952,0.993264024089187
"7","WASH9P",0.0949219501629773,0.367604343046617
"8","MIR6859-2",0.138128007710503,0.470411324530617
"9","LOC112268260",0.0454569682009988,0.861349417152118
"10","LOC100132287",-0.017466501610607,0.916784745364606
"11","LOC105378947",-0.120986994527082,0.746437690015965
"12","MIR12136",0.548946077109221,0.122023524855593
"13","OR4F16",-0.0430410202925757,0.879219982005444
"14","LOC100133331",-0.048999632771373,0.775821117931996
"15","LOC107984841",-0.0945753422865137,0.581500225623115
"16","LOC107984847",-0.05419363865939,0.768478430423417
"17","LOC107984849",-0.0653310820663973,0.731747020467879
"18","LOC100288069",-0.131594190695707,0.458575910275697
"19","LINC01409",-0.406682337409761,0.00916182409010626
"20","FAM87B",-0.101629070640545,0.560168669791262
"21","LINC00115",-0.00679343445992975,0.96989260351665
"22","LINC01128",-0.0587447348361669,0.72589854664931
"23","SAMD11",-0.0744945504256679,0.63291949798133
"24","NOC2L",0.0330355994294131,0.760050102849727
"25","KLHL17",-0.00960952351380908,0.954173292887513
"26","PLEKHN1",0.0549602133275718,0.845496952006736
"27","HES4",0.376452830949035,0.486569942777686
"28","ISG15",0.442118840268834,0.461484045253693
"29","AGRN",0.742836367869149,0.1268441613947
"30","LOC100288175",-0.112781474289384,0.753247089274459
"31","LOC105378948",0.0874608964491959,0.76065254450296
"32","C1orf159",0.0262503867033143,0.883364251309751
"33","TNFRSF18",-0.0318106936673224,0.910222368263731
"34","TNFRSF4",-0.227994871016098,0.457855387373273
"35","SDF4",0.0589375009884607,0.42904213392532
"36","B3GALT6",-0.0367964316814885,0.759496033575499
"37","UBE2J2",0.0465943103087993,0.522108330558739
"38","LINC01786",-0.331375712459903,0.245713384934747
"39","SCNN1D",-0.130885830299226,0.611836014750156
"40","ACAP3",0.223705669255131,0.0895436248152784
"41","SNORD167",0.0807891514704439,0.698452829604628
"42","PUSL1",0.123984471145014,0.480393986103122
"43","INTS11",0.0348341540691273,0.657982694171048
"44","CPTP",0.0829380379852297,0.531285188390507
"45","TAS1R3",0.369659482492173,0.128869601991111
"46","DVL1",0.0509774696951926,0.720658427994972
"47","MXRA8",0.0482317106373778,0.841320683233592
"48","AURKAIP1",0.0935366435289977,0.393112597453145
"49","CCNL2",-0.0186835265290073,0.850392446838651
"50","MRPL20-AS1",-0.0382098004529182,0.650112651420722
"51","MRPL20",0.00638800398183381,0.931024640248285
"52","ATAD3C",-0.0306624053408655,0.900277090613656
"53","ATAD3B",0.0417071123298347,0.774373296518847
"54","ATAD3A",-0.0838074420272065,0.512290138426856
"55","SSU72",0.068203399877056,0.415378199939127
"56","FNDC10",-0.0750553341059613,0.738947957514741
"57","LOC105378586",-0.0179810756041096,0.929063405043545
"58","MIB2",0.0248317175858415,0.866534898116827
"59","MMP23B",0.00163763551551944,0.992827881938079
"60","CDK11B",-0.013181190711204,0.867362686269058
"61","SLC35E2B",0.190469519119444,0.10683620137921
"62","MMP23A",1.56592017435238,0.00682778108552683
"63","CDK11A",-0.02747674718123,0.785293498780869
"64","SLC35E2A",0.121100651724269,0.429516686910773
"65","LOC112268218",0.133304866266854,0.340333458867702
"66","NADK",0.128130673766829,0.334216802137569
"67","GNB1",0.0689618799851554,0.310745320137729
"68","PRKCZ",-0.0374322323804183,0.779550400042616
"69","PRKCZ-AS1",0.0904866832905488,0.595714240863786
"70","FAAP20",0.0817817265041262,0.51975043370189
"71","LOC112268219",0.0489274621065566,0.737656627151991
"72","SKI",-0.0904938217595305,0.518449658140735
"73","MORN1",-0.355496857439278,0.0589446341037825
"74","LOC100129534",-0.193665948184839,0.460893362766643
"75","RER1",0.0375941927658644,0.562608957873312
"76","PEX10",-0.0475714513445419,0.561647384743119
"77","PLCH2",0.146154967423035,0.561481254341073
"78","PANK4",-0.0482072906436814,0.589300294154307
"79","TNFRSF14-AS1",-0.0249603804907872,0.837554618436475
"80","TNFRSF14",-0.0757056878375416,0.522677006257153
"81","LOC100996583",-0.543863130061454,0.00506174013869965
"82","PRXL2B",-0.00281484883784704,0.98401380250893
"83","MMEL1",0.0447289323791677,0.799066389013554
"84","TTC34",-0.313833151212975,0.32411280433677
"85","MEGF6",-0.179849742078276,0.43538351733532
"86","TPRG1L",-0.0785532805525805,0.470842718121038
"87","WRAP73",0.157460682443358,0.0800612054009164
"88","TP73",0.0275332967572894,0.916897090613099
"89","TP73-AS1",0.0410867192400142,0.741900183065153
"90","LRRC47",-0.0546505147165374,0.331917266795555
"91","CEP104",-0.0427545296707013,0.599492268141972
"92","DFFB",-0.0665713943574063,0.447461930260393
"93","LOC107984910",-0.392092300185411,0.169041216387348
"94","C1orf174",-0.0346000182643823,0.641413213335855
"95","LINC01134",0.0389753293012839,0.88308130794383
"96","LOC107985376",0.239257043145658,0.407710971860588
"97","AJAP1",-0.439732761450532,0.341911978057242
"98","NPHP4",0.187728328053349,0.0914662267273013
"99","KCNAB2",0.13170392683751,0.161957413457229
"100","CHD5",-0.518538844751035,0.136439598584512
"101","RPL22",-0.0636901608537637,0.638125281804802
"102","RNF207",-0.20790371675681,0.473309104782498
"103","ICMT",0.0740567007636437,0.540021047909602
"104","GPR153",0.377597713500126,0.191778973449077
"105","ACOT7",-0.152487836754646,0.43260391146113
"106","ESPN",-0.12668472401474,0.698378737760307
"107","TNFRSF25",-0.252942478587934,0.545257182210762
"108","PLEKHG5",-0.21053505428524,0.561176063967006
"109","NOL9",-0.12973097712497,0.253664274884998
"110","ZBTB48",0.0870705430594278,0.386090211574706
"111","KLHL21",0.151946971215433,0.248619200096946
"112","LOC107984913",0.247799238908927,0.314787958025875
"113","PHF13",0.0945217400403156,0.358636821047673
"114","THAP3",0.0713658375281091,0.386303776584671
"115","DNAJC11",-0.0821616094202369,0.421248869440397
"116","CAMTA1",0.0403290425921054,0.723819911833617
"117","VAMP3",-0.0222113273685826,0.851490532087542
"118","PER3",-0.131414216842862,0.5257709925328
"119","UTS2",-0.0145884215719462,0.954770461539104
"120","TNFRSF9",-0.0240961714644695,0.916898004086375
"121","PARK7",0.0300552047569484,0.637848702784488
"122","ERRFI1",-0.139818744900261,0.425288913334263
"123","RERE",-0.200393953025523,0.148617267271564
"124","RERE-AS1",-0.227090915773569,0.151032843237141
"125","ENO1",0.218065370228302,0.089406643233313
"126","LOC112268261",0.141011442753187,0.799382688043159
"127","CA6",-0.0470219703678651,0.933659272220283
"128","SLC2A5",0.603105493573649,0.16663661249731
"129","GPR157",-0.0317050093616865,0.903627504465984
"130","MIR34AHG",0.767828387573977,0.039395767098782
"131","H6PD",0.192059542988724,0.167112792137399
"132","SPSB1",-0.0215578018893842,0.901817270158148
"133","SLC25A33",-0.0676542387209343,0.602206359486174
"134","TMEM201",-0.0629830918990089,0.682852793453021
"135","PIK3CD",0.0520445107585144,0.646094572239647
"136","PIK3CD-AS1",-0.27280081237764,0.0914768739690485
"137","PIK3CD-AS2",-0.552300419639416,0.0227338766236829
"138","CLSTN1",-0.0798918153106908,0.338729711642796
"139","CTNNBIP1",0.197725002996925,0.0601134860438132
"140","LOC105376717",-0.0400536812192987,0.804769951339683
"141","LZIC",-0.0412385662375124,0.532237614242396
"142","NMNAT1",0.135504830663605,0.238310190040431
"143","TMEM274P",-0.550171715766745,0.0225752140471628
"144","RBP7",0.219105397756925,0.187274188634316
"145","UBE4B",-0.0639790002395336,0.478153425647904
"146","KIF1B",0.102860253926427,0.572653747514197
"147","LOC105376725",0.0806740593085259,0.70161271084412
"148","PGD",0.295711842022905,0.0880147227184363
"149","CENPS-CORT",-0.0966585263711809,0.611254528453422
"150","CENPS",-0.00503680154723694,0.981406447364714
"151","DFFA",-0.050299889651242,0.618734047474307
"152","PEX14",0.025799837241507,0.811009414301146
"153","CASZ1",-0.202943706406076,0.0947280786422125
"154","C1orf127",0.280988005294149,0.370936394776543
"155","TARDBP",0.00312479319064156,0.9548721555813
"156","MASP2",-0.0305492086064185,0.806973044737402
"157","SRM",0.0043765941599049,0.976967377209045
"158","EXOSC10",-0.0233486997415984,0.781025621538804
"159","EXOSC10-AS1",0.129554098728768,0.351551766390773
"160","MTOR",-0.0737565082910433,0.273450488052954
"161","MTOR-AS1",-0.223647905224056,0.0846048366169146
"162","ANGPTL7",-0.890455933871278,0.0100712347955042
"163","UBIAD1",-0.0982226062750653,0.425456863691402
"164","FBXO2",0.0329055566063788,0.926190353561252
"165","FBXO44",-0.0709870033672386,0.651975222497904
"166","FBXO6",-0.277662394489582,0.285422449924529
"167","MAD2L2",0.071153019148168,0.57293298150469
"168","DRAXIN",0.127217271047549,0.581844341642045
"169","AGTRAP",0.2673658318428,0.0329980802390252
"170","C1orf167",0.0785280030865108,0.569404027576297
"171","MTHFR",0.0123039510444472,0.923101394959371
"172","CLCN6",0.0100655962347993,0.948619814527148
"173","NPPA-AS1",-0.0498569216769624,0.772061863014351
"174","NPPA",0.0983464934619453,0.722923637481659
"175","KIAA2013",0.196181621757007,0.0414332403783736
"176","PLOD1",0.332466622391122,0.0270862505985544
"177","MFN2",0.0575264591348273,0.764976348712813
"178","MIIP",0.324701432493836,0.019812222580815
"179","TNFRSF8",0.168716418189372,0.317309317893138
"180","TNFRSF1B",0.0489180406189128,0.617276744126821
"181","LOC107984917",-0.260165217567082,0.15607411906602
"182","VPS13D",-0.0789765010709758,0.234721141945898
"183","LINC02766",-0.092794383478593,0.756901630795175
"184","DHRS3",0.180123841656004,0.477710116175781
"185","PRDM2",-0.0523898382249599,0.463190877846553
"186","KAZN",0.31461712393577,0.299064333858809
"187","TMEM51-AS1",0.406178855305637,0.237682271810614
"188","TMEM51",0.164328172687549,0.614125088512137
"189","FHAD1",0.0617548254780993,0.79705799204716
"190","EFHD2-AS1",-0.472216823340708,0.0137760555116378
"191","EFHD2",0.103277664250338,0.33034495912879
"192","CTRC",0.727633025561792,0.00286904272623487
"193","CELA2B",0.554068732213956,0.00087381420094508
"194","CASP9",0.204999777308441,0.0289785150854411
