Gene.symbol,logFC,P.Value
GPR18,0.675189436,7.35470317789322e-06
SFMBT2,0.543359357,7.36382537729307e-06
CMKLR1,0.68304365,7.41467845750738e-06
CD300LF,0.390459329,7.59717353914605e-06
MFNG,0.532048007,7.75709605053911e-06
SH3BGRL3,0.292448193,7.87974758651941e-06
TLR10,0.692263371,7.97458238437898e-06
CTLA4,0.526195793,7.9840197394477e-06
LAPTM5,0.866759536,8.01845884095628e-06
ARHGAP30,0.562789221,8.08112795267507e-06
LINC00299,0.348925893,8.21180659853591e-06
ACKR4,0.748929457,8.2270298984007e-06
B2M,0.430537,8.30283035475221e-06
EBI3,0.434065143,8.32287143320668e-06
SAMHD1,0.86763775,8.44032684418123e-06
CRLF3,0.438402786,8.5497947365801e-06
PAG1,0.515019079,8.69729534818026e-06
C3AR1,0.879410357,8.75280831394603e-06
DGKA,0.7671132,8.78498095375576e-06
GAB3,0.427340393,8.85966207875161e-06
PREX1,0.506503307,8.88379700854445e-06
SNORA23,-0.65559305,8.97996898784651e-06
RUNX1,0.526469621,8.99081663086322e-06
GPR171,0.791929807,9.17668159715733e-06
NAV1,0.363596764,9.42298797588816e-06
TBX21,0.288412757,9.50706842453958e-06
GMIP,0.38823885,9.51491887207296e-06
HIST1H3H///HIST1H2AI,0.407346979,9.9092449162834e-06
NOS3,0.392807379,9.96463350476192e-06
VASH1,0.301893064,1.00467982239242e-05
UBE2L6,0.362136936,1.00560502030456e-05
IFNG,0.504908721,1.02306027656871e-05
FPR2,0.471672329,1.02580865730501e-05
ST13P4///ST13P5///ST13,-0.295858,1.04301941864837e-05
HCAR3,0.631039664,1.05767925268086e-05
FAM78A,0.472449786,1.06819450617658e-05
ARRB2,0.456757407,1.06876268785156e-05
CHN1,0.4922603,1.07616992103138e-05
LOC728392///NLRP1,0.3939568,1.09397179071817e-05
RASGRP4,0.312102007,1.10437037584975e-05
CD38,0.948764057,1.11094613172709e-05
LOC100128816,0.5298813,1.14446283532671e-05
PTPN22,1.031036679,1.14984154250007e-05
KLRF1,0.746905786,1.1597511460696e-05
ADAMTS6,0.343204643,1.17025930941734e-05
FERMT3,0.538678421,1.17820249705823e-05
P2RY10,0.957856507,1.1812226288381e-05
ARHGAP23,0.359281836,1.19225090052462e-05
PRDX6,-0.261240214,1.19508084377786e-05
GPSM3,0.391088714,1.22699853221689e-05
ITGA4,0.961632414,1.2623429093321e-05
NLRP3,0.373508871,1.26347363906014e-05
GCNT1,0.5259358,1.28952109403798e-05
C10orf54,0.376649693,1.29040531605192e-05
C5orf56,0.312476414,1.29716190915011e-05
