"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","s-53","s-93","s-43","s-83"
"1","PALLD",2834.698870155,7.16021021564762,0.411895407901538,17.3835640754685,1.09905692794516e-67,1.84861375280376e-64,4747.86243605091,6512.85465778698,29.0069048114435,49.0714819706492
"2","ENPP1",1736.19176442461,6.3333039200548,0.378126619159613,16.7491617864158,5.7429764106436e-63,4.82984316135127e-60,3625.21938533006,3234.73621794652,38.6758730819247,46.1355813399266
"3","DHRS9",909.225335550124,7.31330460688387,0.446664888443413,16.3731351984484,2.97486347352016e-60,1.66790678748697e-57,1530.01925323606,2083.92418625084,12.8919576939749,10.0659450196204
"4","B3GNT5",838.174330620751,8.70289590892775,0.533583407000917,16.3102821316046,8.340661694988e-60,2.80579859419396e-57,1499.14442525596,1845.71634966956,3.22298942349372,4.61355813399266
"5","MOB3C",9453.48241782305,5.72397153499366,0.35086288944391,16.3139839156706,7.85015517547436e-60,2.80579859419396e-57,16871.3782229035,20240.567200372,335.835497928046,366.14875008869
"6","GAS6",1258.49824701019,8.27476846005999,0.514733156479973,16.0758411535938,3.76843314832808e-58,1.05641742591464e-55,1863.63892224325,3153.49314785423,12.2473598092762,4.61355813399266
"7","NFIL3",2979.87014326904,5.85726484168545,0.365151604668682,16.0406383726562,6.64675997611625e-58,1.59712146854679e-55,5260.72763416479,6456.85215316026,94.1112911660168,107.789494585101
"8","ZBTB8A",997.746703918313,6.31971157585134,0.408464080867211,15.4718906064738,5.37062676311072e-54,1.12917427694403e-51,1683.535759026,2258.24184149741,23.2055238491548,26.0036913006859
"9","CISH",5707.92667550521,6.99286408064221,0.455094975898965,15.3657246310596,2.77913865529202e-53,5.19390135355686e-51,9463.13477590061,13189.7729911001,127.630381170351,51.1685538497368
"10","QSOX1",9838.28173348972,5.18930488381402,0.371105645179056,13.9833628273432,1.96957170727568e-44,3.3128196116377e-42,16094.3617187376,22208.5425390154,594.319249692243,455.903426513638
"11","LMO2",2854.88694492019,5.00691765903939,0.360067954788777,13.9054797641644,5.86721218414496e-44,8.97150081248348e-42,5022.30535142958,6053.00310571119,161.794069059385,182.445253480619
"12","FCER2",16777.1900290851,4.79184291669642,0.350685218905057,13.6642283688431,1.660546501292e-42,2.32753267931095e-40,31223.0274289865,33547.0778067504,1301.44312920677,1037.21175139671
"13","GZMH",360.423939650097,6.91931159212327,0.520534095912791,13.2927153983829,2.55147943061098e-40,3.3012218479136e-38,749.57221262798,680.706499899499,3.86758730819247,7.54945876471526
"14","PADI2",489.87834575976,-7.31352893073108,0.557740033875047,-13.1127917784893,2.78166970744737e-39,3.34197746280463e-37,3.43053644223332,8.67644437878852,919.841181465109,1027.56522075291
"15","MAOA",324.53925061618,7.02207162911656,0.541511271498734,12.9675447192109,1.86922440760474e-38,2.09602363572745e-36,578.045390516314,709.890903719061,6.44597884698745,3.77472938235763
"16","RRAGD",2453.03645543833,4.86421663284327,0.378654113547074,12.8460683743201,9.04939038922579e-38,9.51317164667361e-36,4021.44634440801,5464.58242329517,184.354995023841,141.76205902632
"17","CLEC4A",689.821047731779,5.56314218804644,0.436138241811388,12.7554560795709,2.90668587681528e-37,2.87590920282548e-35,1063.46629709233,1639.05921992023,23.2055238491548,33.5531500654012
"18","FLJ23867",588.949653929441,5.47867332063314,0.429852780695025,12.7454644163863,3.30417274379363e-37,3.08756586392272e-35,999.143738800454,1305.41049517227,20.6271323103598,30.6172494346786
"19","CLCN5",4361.74450851966,4.72165173198134,0.372161447443928,12.6871059977075,6.97144573155012e-37,6.17156406340384e-35,7053.1829252317,9757.05608778309,282.33387349805,354.4051475658
"20","HOMER2",2955.03876761124,4.4198085369776,0.350999214121688,12.5920753071695,2.33453745988027e-36,1.96334600375931e-34,5862.78677977674,5429.87664578001,256.5499581101,270.941686778114
"21","SUCNR1",296.946302810491,6.6841367953519,0.532665118180773,12.5484785228296,4.05221282893516e-36,3.23580285436712e-34,511.149929892764,664.93114648352,7.09057673168619,4.61355813399266
"22","TIGIT",658.824183205681,-5.753571949259,0.458633425286639,-12.5450340774075,4.23232240166924e-36,3.23580285436712e-34,29.1595597589832,18.930424099175,1015.24166840052,1571.96508056404
"23","CCR2",510.695710560455,6.47717259059524,0.524373530605401,12.3522111863984,4.73907146528575e-35,3.46570356722201e-33,691.253093110014,1328.28475762544,16.1149471174686,7.13004438889775
"24","CABLES1",693.436551294338,-4.9659303840498,0.40332065371821,-12.3126111650096,7.74753805911077e-35,5.42973292309346e-33,38.5935349751248,47.3260602479374,1371.70429863893,1316.12231131536
"25","EEPD1",476.693448158029,5.17467792802876,0.421748909687783,12.269570375083,1.31951623525216e-34,8.87770523077651e-33,863.637549332238,991.480962194288,29.0069048114435,22.6483762941458
"26","SOCS1",2899.9200860347,4.7893492608847,0.392452107568639,12.2036527986974,2.97186655277585e-34,1.92256905452653e-32,5018.87481498734,6175.26209468503,252.037772917209,153.50566154921
"27","GLDC",1125.05468221072,4.49503680354013,0.371289476053654,12.1065559178159,9.750284795929e-34,6.07406630620466e-32,2106.34937553126,2203.02810454148,87.6653123190293,103.175936451109
"28","SLC30A4",3937.81380464741,4.76031324304087,0.395020072248094,12.0508135598009,1.92044996434731e-33,1.15364172858292e-31,6361.92983212169,8829.46530692352,215.94029137408,343.919788170362
"29","BMP8A",746.465047331047,4.98573363983888,0.420048925758756,11.8694117139638,1.70663470712666e-32,9.89848130133464e-31,1550.60247188946,1343.27134337062,58.013809622887,33.9725644412187
"30","SLC37A3",2867.17628326922,4.77092392287861,0.404678423862903,11.7894200470023,4.42578151682298e-32,2.48138817043208e-30,3944.25927445776,7119.41699663138,186.933386562636,218.095475425108
"31","SDC2",235.912161276028,6.40872383689596,0.545312291392155,11.7523920477472,6.86476529876334e-32,3.72468878468385e-30,442.539201048098,489.824723566152,7.09057673168619,4.19414375817515
"32","APCDD1",293.615916908098,6.25544474605425,0.541881374075938,11.5439375577756,7.92142241117318e-31,4.1636976548729e-29,424.528884726373,735.131469184627,5.15678307758996,9.64653064380284
"33","KIF26B",763.834806340924,-4.80976217922973,0.41702350384679,-11.5335517899173,8.93786323937376e-31,4.55560180867474e-29,64.3225582918747,41.0159188815457,1617.94069059385,1332.06005759643
"34","ALOX15",256.859082987604,7.23510303182348,0.635280126116239,11.3888389300874,4.75280509970936e-30,2.35124064050328e-28,644.083217029306,377.030946641901,1.28919576939749,5.03297250981018
"35","RNF125",2778.84023343876,4.07818976261076,0.364227513558428,11.1968195998366,4.22634968008166e-29,2.03106290339925e-27,4530.0233719691,5963.87235891091,327.455725426962,294.009477448078
"36","BCL6",6769.57817695027,3.91342647815771,0.355731068837604,11.0010814937962,3.77576088801962e-28,1.76411939268028e-26,11006.018540795,14387.122315373,828.308281837887,856.863569795182
"37","GCSAM",2411.105859692,4.674338546158,0.425971614747116,10.9733568724597,5.13305805867943e-28,2.33346044721589e-26,3499.14717107798,5782.45579462715,132.142566363243,230.677906699633
"38","NKG7",182.332569822971,6.90464088863093,0.630333241579785,10.9539532951269,6.36094684261282e-28,2.81555594454599e-26,403.945666072973,319.450906673577,2.57839153879498,3.35531500654012
"39","C10orf128",3142.22284956743,3.81949817271641,0.358888219388041,10.6425844214927,1.88818136966461e-26,8.14338734301505e-25,5211.84248986297,6525.47494051976,440.260355249243,391.313612637741
"40","RAB19",376.650687321589,4.67168822716429,0.443849545742163,10.5253869739863,6.59897292264772e-26,2.77486811397337e-24,604.632047943622,844.770175425682,32.874492119636,24.3260337974158
"41","TBC1D4",1059.57451683375,3.94424604621693,0.377785152677289,10.4404474825568,1.62045035731947e-25,6.64779878295452e-24,1808.75033916752,2170.68863003873,143.100730403121,115.758367725634
"42","RASL11A",215.33463235075,5.00979380365227,0.490029247591926,10.2234587593927,1.55684683736146e-24,6.08980553591158e-23,381.647179198457,453.5414107094,14.8257513480711,11.3241881470729
"43","TP73",549.464624697884,-4.13434439890119,0.404382394701798,-10.2238486468976,1.55059542770328e-24,6.08980553591158e-23,60.0343877390831,58.3688076391228,1144.16124534027,935.294058073058
"44","RAB6B",293.550774703482,9.53991682147296,0.93474543790888,10.2058982420013,1.86586588410442e-24,7.13269640241736e-23,601.201511501389,571.067793658444,1.93379365409623,0
"45","BMS1P5",714.222693077832,4.02964205664874,0.398283242057522,10.1175285101922,4.6193254494906e-24,1.72660120134293e-22,1283.02062939526,1409.52782771773,67.0381800086695,97.3041351896634
"46","ENPP3",186.657403098304,5.09211232485782,0.511747530444909,9.95043849147796,2.5107446140534e-23,9.1805922626909e-22,327.616230233282,397.538906082674,12.2473598092762,9.22711626798532
"47","SLC41A1",5621.62796557588,3.42113982765623,0.34507606959313,9.91416133749875,3.61277738568947e-23,1.29291309845313e-21,10255.5886940565,10310.770992684,1007.50649378414,912.645681778912
"48","RGS9",141.978356315411,7.0676872863356,0.715858637178449,9.87302090003807,5.44981070678585e-23,1.90970450183621e-21,248.713892061916,314.718300648783,3.22298942349372,1.25824312745254
"49","IL4I1",2281.04101494356,3.91741059424487,0.397367259699683,9.85841308920499,6.30377775117208e-23,2.16386819948397e-21,4337.91333120403,4219.11827110362,361.619413315996,205.513044150582
"50","CCL22",62933.261269615,-4.14588826658178,0.421580329521625,-9.83415965181816,8.02346375548373e-23,2.69909320734473e-21,9171.53917831078,4288.52982613392,107673.630660078,130599.345413937
"51","ESPNL",290.778501815723,4.29806652473553,0.43730619482557,9.8285059200909,8.48684809555818e-23,2.79899578367233e-21,513.722832224439,593.153288440815,27.717709042046,28.520177555591
"52","CKB",370.764373261496,-5.03948173712646,0.520169294881442,-9.68815688798984,3.38583422980304e-22,1.09518714894783e-20,24.8713892061916,18.930424099175,997.192927628958,442.06275211166
"53","IL4R",31789.4152863737,3.66909615935584,0.379064614261677,9.67934231081507,3.69082597666964e-22,1.1713149608978e-20,47165.5879101553,70724.8532021884,3967.49998032077,5299.72005283011
"54","CHSY1",3964.16395265993,3.41087145650838,0.358318719750963,9.51909925018426,1.74686592601243e-21,5.40346290405235e-20,6737.57357254624,7755.95250696614,761.270101829218,601.859629298133
"55","FOSL2",1254.42600751128,4.09868895080455,0.430628876578375,9.51791478400447,1.76688739430963e-21,5.40346290405235e-20,2313.89683028637,2426.24935537759,188.222582332034,89.3352620491306
"56","SOCS3",1809.32877789937,3.76838036826872,0.397315077281593,9.48461456346373,2.43280479676378e-21,7.30710297885121e-20,3450.26202677616,3291.52749024404,313.919169848289,181.606424728984
"57","XIRP1",310.137939190094,4.52704827831796,0.478545984182936,9.46000682890986,3.07923095506466e-21,9.0864323972259e-20,746.141676185747,442.498663318214,30.9406984655398,20.9707187908757
"58","TMEM71",672.088021345116,3.69336095498572,0.397519601834807,9.29101593465705,1.52822573631647e-20,4.43185463531776e-19,1387.65199088338,1107.42980980173,110.226238283485,83.0440464118679
"59","ITGA1",171.458259341945,-5.57330911719135,0.602307758001744,-9.2532580614298,2.17751893934475e-20,6.20777433216589e-19,10.2916093267,3.94383835399478,362.908609085393,308.688980601691
"60","DUSP6",617.501310050789,4.46838770415358,0.492147082907942,9.07937455963629,1.0920053086711e-19,3.06125488197465e-18,1366.21113811942,996.213568219082,78.6409419332469,28.9395919314085
"61","ABCA6",396.496031331983,-4.41926005006508,0.488904302486632,-9.03911057355833,1.57951720783725e-19,4.35532449767584e-18,49.7427784123831,21.2967271115718,647.17627623754,867.768343566438
"62","SLC24A3",118.183665239052,5.84336925874126,0.651044911763856,8.9753704439683,2.82399882983697e-19,7.66123553513837e-18,168.096285669433,296.576644220408,3.86758730819247,4.19414375817515
"63","BLOC1S6",7373.2042125683,3.2495123080904,0.362744257638319,8.95813576552983,3.30213752561386e-19,8.81618304457543e-18,11288.1801631687,15398.3224693372,1511.58203961856,1294.73217814867
"64","CGNL1",170.327929803511,5.31668254556465,0.59813600861157,8.88875183740577,6.17991813341458e-19,1.62415973443802e-17,302.74484102709,361.255593225922,13.5365555786736,3.77472938235763
"65","EML6",1837.39268707506,-3.60957644560893,0.40886148537988,-8.82836015296283,1.06221546767731e-18,2.74868679482036e-17,281.303988263132,275.279917108836,2390.81355434764,4402.17328858063
"66","AUH",1186.38082551308,3.4750763425537,0.395216129715048,8.79285049691478,1.45812442826704e-18,3.71600801264419e-17,2129.50549651633,2225.11359932386,148.90211136541,242.002094846706
"67","RNF19A",9118.03720929593,3.13943093063854,0.35794475772984,8.77071353286319,1.7753760340502e-18,4.45698878995885e-17,15110.6553939272,17644.7327957726,1612.13930963156,2104.62133785229
"68","TREML2",2269.30223768526,3.11908374209304,0.356822203711475,8.74128266024364,2.30478566556324e-18,5.70095513158437e-17,3742.71525847655,4397.37976470418,495.051175448636,442.06275211166
"69","DNAH7",169.460815483648,4.28754057925189,0.49731724287195,8.62133907622393,6.61756358154379e-18,1.61315100639952e-16,350.772351218357,294.210341208011,14.8257513480711,18.0348181601531
"70","COL24A1",100.292620939714,7.29285746721829,0.846931860571339,8.61091406137271,7.24803108439656e-18,1.74159832627929e-16,170.669188001108,227.953856860898,1.28919576939749,1.25824312745254
"71","DST",275.194763744665,3.7230362190986,0.433536508613659,8.58759561219871,8.88082098027977e-18,2.10387899842684e-16,475.129297249315,548.193531205275,38.0312751972259,39.4249513268464
"72","NEIL1",716.996336596677,3.8738818353845,0.452954654680772,8.55247163342364,1.20480336839914e-17,2.81455453562132e-16,907.376888970713,1777.88232998085,72.8395609709582,109.886566464189
"73","SERHL2",198.471494422191,4.73243366754947,0.558910629241092,8.46724578127155,2.51263534325485e-17,5.78938718815706e-16,228.130673408516,537.150783814089,12.2473598092762,16.3571606568831
"74","SPINT2",1717.55939732603,3.06126628861388,0.361956506292444,8.45755287001396,2.73046759589808e-17,6.20627904905483e-16,2808.75171207853,3326.2332677592,393.849307550933,341.403301915457
"75","ZNRF1",152.412987037092,4.79242339755842,0.567315657214397,8.44754298002266,2.97497356070675e-17,6.67187403881168e-16,268.439476604757,319.450906673577,15.4703492327699,6.29121563726272
"76","ANK1",315.233110102759,3.6321549888613,0.430321052892559,8.44057004519406,3.15793742260612e-17,6.98901413792566e-16,530.017880325048,636.535510334758,52.8570265452971,41.522023205934
"77","RRBP1",1821.64671666637,3.09579197366957,0.367559824653069,8.4225526459308,3.68368838735328e-17,8.04670632146523e-16,2918.52887823,3604.66825555123,421.567016592979,341.822716291274
"78","PPM1K",12857.9948516823,3.02041552227563,0.361536932519529,8.35437613863275,6.57794292168541e-17,1.41847435824037e-15,19045.4806931688,26743.1678784386,2939.36635422628,2703.96448089552
"79","FKBP15",4865.97727503048,2.94773925822619,0.354393811716316,8.31769393475128,8.96912620119473e-17,1.9096291481531e-15,7573.76683034061,9656.88259359162,1104.19617648895,1129.06349970075
"80","GRIK4",132.261014358874,-6.49219734203506,0.780677678219378,-8.31610474228352,9.09014926091989e-17,1.91120388210841e-15,5.14580466334998,0.788767670798956,187.577984447335,335.531500654012
"81","ARHGAP44",284.685296127248,-3.68800655397847,0.443862995572421,-8.30888492793207,9.66055456764635e-17,2.00605589910879e-15,38.5935349751248,43.3822218939426,473.779445253577,582.985982386345
"82","NR4A3",7047.14813845886,2.8949140975705,0.348732705222752,8.30124061843118,1.03029784945228e-16,2.11336705216918e-15,13586.6395794651,11261.2360359967,1697.87082829649,1642.8461100772
"83","CYBRD1",199.552175445562,-4.05782029102492,0.489950870190967,-8.28209630374432,1.21025655224701e-16,2.45259219383068e-15,23.1561209850749,22.0854947823708,328.100323311661,424.866762703142
"84","POU2AF1",20756.473782493,3.0079171668341,0.363562672240004,8.27344883428638,1.30138662761936e-16,2.6058717948283e-15,31140.6945543729,42704.6704647263,5047.20143719117,4133.32867368161
"85","ATP8B1",134.960925458712,-4.71594354543463,0.570476142176625,-8.26667970275001,1.37741374588792e-16,2.72565873009821e-15,11.1492434372583,8.67644437878852,277.17709042046,242.840923598341
"86","INSR",606.025318900911,3.84941117194997,0.466391750040651,8.25360047988511,1.53692541013127e-16,3.00594016260558e-15,686.964922557222,1579.90164461031,76.7071482791506,80.5275601569628
"87","LINC01013",148.447353770054,4.36480650829849,0.530899548782534,8.22152988886113,2.00923415463453e-16,3.88451936562676e-15,227.273039297957,339.170098443551,12.2473598092762,15.0989175294305
"88","ELL3",2574.60609307511,2.92192697224418,0.35596103807801,8.20855840858581,2.23859904763888e-16,4.27877681605523e-15,4089.19943914212,5008.67470957337,610.434196809711,590.116026775243
"89","TOX",361.418578473589,3.46472235781014,0.42249721755673,8.20058029694581,2.39229381673127e-16,4.52116651656404e-15,668.954606235497,657.04346977553,49.6340371218034,70.0422007615249
"90","HS3ST1",496.79347721719,3.73204728955345,0.457554767843328,8.15650398999087,3.44861121193031e-16,6.44507117607421e-15,653.517192245447,1194.98302126042,54.7908201993933,83.8828751635029
"91","NGEF",99.0169210990663,5.51513716880461,0.676661542697701,8.15051073660396,3.62390465221977e-16,6.69825013739961e-15,246.140989730241,141.189413073013,5.8013809622887,2.9359006307226
"92","SLAMF6",4822.81893516622,2.82089742445047,0.348608957759841,8.0918672961749,5.87569061613874e-16,1.0742295235158e-14,7820.76545418141,9078.71589089599,1235.0495470828,1156.74484850471
"93","FLT1",656.720274991303,3.31297735370995,0.411528040740925,8.05042919492238,8.25041948646398e-16,1.49217264260564e-14,1165.52475624877,1221.80112206758,90.2437038578243,149.311517791035
"94","BCL7A",3491.10759783918,2.82760105215963,0.351441706312041,8.04571853987368,8.57408466576384e-16,1.53421387317179e-14,5852.49517045004,6387.44059812995,928.865551850891,795.629070925825
"95","PDCD1",443.633090220407,-3.65715171345954,0.458295507962049,-7.97989866783155,1.46453472828282e-15,2.59299727681232e-14,82.3328746135996,48.1148279187363,1003.63890647595,640.445751873345
"96","JCHAIN",13282.6187841341,3.17922448968705,0.398596762828677,7.97604192047472,1.51100640558401e-15,2.64740913978366e-14,17185.2723073678,30662.5544346386,2957.41509499784,2325.2332995323
"97","GBA3",203.760853488398,12.0571227168035,1.52004034862346,7.93210701789753,2.15458638967316e-15,3.7360972241549e-14,337.050205449424,477.993208504167,0,0
"98","XBP1",5187.54030710917,3.08512308047185,0.389125877217988,7.92834211522654,2.22090779929158e-15,3.81180297796779e-14,7839.63340461369,10722.507716841,1333.6730234417,854.347083540277
"99","LMCD1",100.171869796058,-5.72350438336405,0.722062562873178,-7.92660453214678,2.2521906887825e-15,3.82644923084057e-14,5.14580466334998,2.36630301239687,199.825344256611,193.350027251874
"100","CXCL9",108.576693315222,-7.04043781949312,0.897162348165428,-7.84745128224545,4.24577258821464e-15,7.14138949337703e-14,0.85763411055833,2.36630301239687,232.699836376247,198.382999761684
"101","GAS7",2252.7792472612,3.26104408876239,0.416814066694233,7.82373808692648,5.12774370592258e-15,8.53947021124928e-14,3704.97935761198,4454.17103700171,564.6677469961,287.298847434998
"102","IPCEF1",371.422719056173,-3.68744303097603,0.473856313798772,-7.78177460887848,7.15141963930035e-15,1.17928312091208e-13,45.4546078595915,61.5238783223186,475.713238907674,902.999151135109
